school,source_file,source_title,source_report_date,jmtes,student_id,grade,female,gender,black,race_ethnicity,age,meal_status,entry_code,report_school_days,full_school_year_days,unexcused_absences,excused_absences,total_absences,unexcused_pct,excused_pct,total_pct,propensity,overlap_weight
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600413222,01,0.0,Male,1.0,Black,7.0,03,C,170.0,170.0,7.0,4.0,11.0,4.117647058823529,2.3529411764705883,6.470588235294119,0.3985143724429282,0.6014856275570718
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410230,02,0.0,Male,0.0,NonBlack,8.0,01,R,170.0,170.0,11.0,1.0,12.0,6.470588235294119,0.5882352941176471,7.0588235294117645,0.3209082791649106,0.6790917208350894
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410184,04,0.0,Male,1.0,Black,9.0,05,R,170.0,170.0,6.0,6.0,12.0,3.5294117647058822,3.5294117647058822,7.0588235294117645,0.4941598880534765,0.5058401119465235
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412710,05,0.0,Male,1.0,Black,11.0,04,R,170.0,170.0,13.0,4.0,17.0,7.647058823529412,2.3529411764705883,10.0,0.3232015365192304,0.6767984634807696
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411404,01,0.0,Male,0.0,NonBlack,8.0,03,R,170.0,170.0,3.0,3.0,6.0,1.7647058823529411,1.7647058823529411,3.5294117647058822,0.3052987372824322,0.6947012627175678
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410045,KF,0.0,Male,1.0,Black,6.0,04,R,170.0,170.0,16.0,2.0,18.0,9.411764705882353,1.1764705882352942,10.588235294117647,0.29540854874670763,0.7045914512532924
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600403679,05,1.0,Female,1.0,Black,10.0,05,R,170.0,170.0,5.0,0.0,5.0,2.941176470588235,0.0,2.941176470588235,0.43221476140956594,0.5677852385904341
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600406720,05,0.0,Male,0.0,NonBlack,10.0,03,R,170.0,170.0,3.0,0.0,3.0,1.7647058823529411,0.0,1.7647058823529411,0.2859598386446274,0.7140401613553726
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411234,01,0.0,Male,1.0,Black,6.0,03,R,170.0,170.0,11.0,8.0,19.0,6.470588235294119,4.705882352941177,11.176470588235295,0.38939772809408424,0.6106022719059158
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409487,02,0.0,Male,1.0,Black,7.0,05,R,170.0,170.0,2.0,2.0,4.0,1.1764705882352942,1.1764705882352942,2.3529411764705883,0.5224494593677776,0.47755054063222235
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600413179,02,0.0,Male,0.0,NonBlack,8.0,03,C,170.0,170.0,1.0,1.0,2.0,0.5882352941176471,0.5882352941176471,1.1764705882352942,0.3827293762170226,0.6172706237829775
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412926,05,0.0,Male,0.0,NonBlack,11.0,05,S,170.0,170.0,4.0,0.0,4.0,2.3529411764705883,0.0,2.3529411764705883,0.48199912097087366,0.5180008790291264
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410080,02,0.0,Male,1.0,Black,8.0,05,R,170.0,170.0,11.0,0.0,11.0,6.470588235294119,0.0,6.470588235294119,0.5186222651428299,0.48137773485717006
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407470,04,1.0,Female,1.0,Black,10.0,05,R,170.0,170.0,15.0,2.0,17.0,8.823529411764707,1.1764705882352942,10.0,0.4993869617235919,0.500613038276408
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600405159,05,0.0,Male,1.0,Black,11.0,04,R,170.0,170.0,6.0,4.0,10.0,3.5294117647058822,2.3529411764705883,5.88235294117647,0.3232015365192304,0.6767984634807696
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409043,01,1.0,Female,1.0,Black,7.0,04,R,170.0,170.0,10.0,7.0,17.0,5.88235294117647,4.117647058823529,10.0,0.3590966116421836,0.6409033883578164
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600413083,KF,0.0,Male,0.0,NonBlack,7.0,03,C,170.0,170.0,12.0,0.0,12.0,7.0588235294117645,0.0,7.0588235294117645,0.2645604742204807,0.7354395257795193
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600406404,05,0.0,Male,1.0,Black,11.0,05,R,170.0,170.0,5.0,0.0,5.0,2.941176470588235,0.0,2.941176470588235,0.4196039452000191,0.5803960547999809
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408135,02,1.0,Female,1.0,Black,7.0,01,R,170.0,170.0,12.0,0.0,12.0,7.0588235294117645,0.0,7.0588235294117645,0.4118446525291396,0.5881553474708604
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407487,04,0.0,Male,1.0,Black,11.0,05,R,170.0,170.0,16.0,0.0,16.0,9.411764705882353,0.0,9.411764705882353,0.4864955475270443,0.5135044524729557
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412112,KF,0.0,Male,0.0,NonBlack,7.0,02,R,170.0,170.0,9.0,0.0,9.0,5.294117647058823,0.0,5.294117647058823,0.34845082261607163,0.6515491773839284
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407666,02,1.0,Female,1.0,Black,7.0,05,R,170.0,170.0,6.0,3.0,9.0,3.5294117647058822,1.7647058823529411,5.294117647058823,0.5314838722542972,0.46851612774570284
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408799,03,0.0,Male,1.0,Black,9.0,04,R,170.0,170.0,11.0,1.0,12.0,6.470588235294119,0.5882352941176471,7.0588235294117645,0.3905332190874847,0.6094667809125154
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407466,04,0.0,Male,1.0,Black,10.0,01,R,170.0,170.0,11.0,1.0,12.0,6.470588235294119,0.5882352941176471,7.0588235294117645,0.3725848964979389,0.6274151035020611
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407361,02,1.0,Female,1.0,Black,8.0,04,R,170.0,170.0,9.0,6.0,15.0,5.294117647058823,3.5294117647058822,8.823529411764707,0.42459694542349635,0.5754030545765036
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600405076,05,0.0,Male,0.0,NonBlack,11.0,05,R,170.0,170.0,2.0,3.0,5.0,1.1764705882352942,1.7647058823529411,2.941176470588235,0.33937590855695116,0.6606240914430488
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410705,01,0.0,Male,1.0,Black,7.0,04,R,170.0,170.0,8.0,16.0,24.0,4.705882352941177,9.411764705882353,14.117647058823529,0.3507984602964308,0.6492015397035692
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410621,03,1.0,Female,1.0,Black,8.0,04,R,170.0,170.0,21.0,3.0,24.0,12.352941176470589,1.7647058823529411,14.117647058823529,0.4028768081917016,0.5971231918082984
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410618,04,1.0,Female,1.0,Black,9.0,04,R,170.0,170.0,14.0,4.0,18.0,8.235294117647058,2.3529411764705883,10.588235294117647,0.40087623759000907,0.599123762409991
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412695,KF,0.0,Male,1.0,Black,6.0,03,R,170.0,170.0,4.0,4.0,8.0,2.3529411764705883,2.3529411764705883,4.705882352941177,0.3276337693168126,0.6723662306831875
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411878,KF,0.0,Male,1.0,Black,6.0,05,S,170.0,170.0,2.0,2.0,4.0,1.1764705882352942,1.1764705882352942,2.3529411764705883,0.5348138646472325,0.46518613535276754
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409641,04,0.0,Male,1.0,Black,10.0,01,R,170.0,170.0,9.0,1.0,10.0,5.294117647058823,0.5882352941176471,5.88235294117647,0.3725848964979389,0.6274151035020611
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412374,KF,0.0,Male,1.0,Black,6.0,03,R,170.0,170.0,2.0,1.0,3.0,1.1764705882352942,0.5882352941176471,1.7647058823529411,0.3276337693168126,0.6723662306831875
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411734,01,0.0,Male,0.0,NonBlack,7.0,01,R,170.0,170.0,1.0,6.0,7.0,0.5882352941176471,3.5294117647058822,4.117647058823529,0.2640628246621738,0.7359371753378262
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408005,03,0.0,Male,0.0,NonBlack,10.0,05,R,170.0,170.0,21.0,0.0,21.0,12.352941176470589,0.0,12.352941176470589,0.404346897554722,0.595653102445278
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408011,03,0.0,Male,0.0,NonBlack,10.0,05,R,170.0,170.0,18.0,0.0,18.0,10.588235294117647,0.0,10.588235294117647,0.404346897554722,0.595653102445278
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407760,03,0.0,Male,0.0,NonBlack,9.0,05,R,170.0,170.0,7.0,6.0,13.0,4.117647058823529,3.5294117647058822,7.647058823529412,0.4080456252027806,0.5919543747972194
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408148,04,1.0,Female,1.0,Black,10.0,03,R,170.0,170.0,11.0,2.0,13.0,6.470588235294119,1.1764705882352942,7.647058823529412,0.4336933266263155,0.5663066733736846
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409900,KF,0.0,Male,1.0,Black,6.0,03,R,170.0,170.0,4.0,0.0,4.0,2.3529411764705883,0.0,2.3529411764705883,0.3276337693168126,0.6723662306831875
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411481,01,1.0,Female,0.0,NonBlack,7.0,05,R,170.0,170.0,11.0,5.0,16.0,6.470588235294119,2.941176470588235,9.411764705882353,0.3760691717741269,0.6239308282258731
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411870,03,1.0,Female,0.0,NonBlack,9.0,03,S,170.0,170.0,5.0,0.0,5.0,2.941176470588235,0.0,2.941176470588235,0.49847238819609957,0.5015276118039005
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410708,02,1.0,Female,0.0,NonBlack,8.0,01,R,170.0,170.0,7.0,12.0,19.0,4.117647058823529,7.0588235294117645,11.176470588235295,0.3288575399075895,0.6711424600924105
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412562,KF,0.0,Male,0.0,NonBlack,6.0,06,R,170.0,170.0,3.0,0.0,3.0,1.7647058823529411,0.0,1.7647058823529411,0.20994750226001105,0.790052497739989
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412563,02,1.0,Female,0.0,NonBlack,8.0,06,C,170.0,170.0,4.0,0.0,4.0,2.3529411764705883,0.0,2.3529411764705883,0.3303962825599891,0.6696037174400109
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410168,KF,1.0,Female,0.0,NonBlack,6.0,05,R,170.0,170.0,9.0,0.0,9.0,5.294117647058823,0.0,5.294117647058823,0.318647589734853,0.6813524102651469
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408578,03,0.0,Male,0.0,NonBlack,9.0,05,R,170.0,170.0,8.0,2.0,10.0,4.705882352941177,1.1764705882352942,5.88235294117647,0.4080456252027806,0.5919543747972194
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600409359,02,0.0,Male,0.0,NonBlack,8.0,05,R,170.0,170.0,10.0,0.0,10.0,5.88235294117647,0.0,5.88235294117647,0.43360600605969885,0.5663939939403011
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408746,01,1.0,Female,1.0,Black,6.0,05,R,170.0,170.0,4.0,7.0,11.0,2.3529411764705883,4.117647058823529,6.470588235294119,0.46275548361518654,0.5372445163848134
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410640,04,0.0,Male,1.0,Black,10.0,04,R,170.0,170.0,5.0,2.0,7.0,2.941176470588235,1.1764705882352942,4.117647058823529,0.3885540581161595,0.6114459418838405
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407489,04,0.0,Male,0.0,NonBlack,10.0,05,R,170.0,170.0,4.0,4.0,8.0,2.3529411764705883,2.3529411764705883,4.705882352941177,0.40603684090745235,0.5939631590925476
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410084,02,0.0,Male,0.0,NonBlack,8.0,05,R,170.0,170.0,6.0,3.0,9.0,3.5294117647058822,1.7647058823529411,5.294117647058823,0.43360600605969885,0.5663939939403011
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412415,03,0.0,Male,0.0,NonBlack,9.0,02,R,170.0,170.0,6.0,0.0,6.0,3.5294117647058822,0.0,3.5294117647058822,0.4535509069139689,0.5464490930860311
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411927,01,0.0,Male,1.0,Black,6.0,04,R,170.0,170.0,22.0,7.0,29.0,12.941176470588237,4.117647058823529,17.058823529411764,0.35429871247684586,0.6457012875231541
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411926,02,0.0,Male,1.0,Black,8.0,04,R,170.0,170.0,15.0,7.0,22.0,8.823529411764707,4.117647058823529,12.941176470588237,0.41576709427074504,0.584232905729255
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407340,03,1.0,Female,1.0,Black,8.0,02,R,170.0,170.0,11.0,0.0,11.0,6.470588235294119,0.0,6.470588235294119,0.5515467907950363,0.4484532092049637
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407917,04,1.0,Female,1.0,Black,9.0,02,R,170.0,170.0,9.0,0.0,9.0,5.294117647058823,0.0,5.294117647058823,0.549487325653538,0.450512674346462
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600403711,04,0.0,Male,1.0,Black,11.0,02,R,170.0,170.0,8.0,0.0,8.0,4.705882352941177,0.0,4.705882352941177,0.5328740028165246,0.46712599718347536
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600407919,04,0.0,Male,1.0,Black,9.0,02,R,170.0,170.0,8.0,0.0,8.0,4.705882352941177,0.0,4.705882352941177,0.540499932040342,0.45950006795965803
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408219,04,0.0,Male,1.0,Black,10.0,05,R,170.0,170.0,17.0,0.0,17.0,10.0,0.0,10.0,0.49032714937382893,0.5096728506261711
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410653,04,1.0,Female,0.0,NonBlack,10.0,04,R,170.0,170.0,20.0,4.0,24.0,11.76470588235294,2.3529411764705883,14.117647058823529,0.31890091850418806,0.681099081495812
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408901,03,0.0,Male,0.0,NonBlack,8.0,05,R,170.0,170.0,78.0,21.0,99.0,45.88235294117647,12.352941176470589,58.235294117647065,0.41175479848732005,0.58824520151268
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411867,03,1.0,Female,0.0,NonBlack,9.0,05,R,170.0,170.0,19.0,2.0,21.0,11.176470588235295,1.1764705882352942,12.352941176470589,0.4168284886646288,0.5831715113353713
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408098,04,1.0,Female,1.0,Black,10.0,04,R,170.0,170.0,0.0,7.0,7.0,0.0,4.117647058823529,4.117647058823529,0.3971988908994187,0.6028011091005814
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411795,KF,1.0,Female,1.0,Black,6.0,05,R,170.0,170.0,5.0,1.0,6.0,2.941176470588235,0.5882352941176471,3.5294117647058822,0.39691961067786735,0.6030803893221326
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411434,01,0.0,Male,0.0,NonBlack,7.0,05,R,170.0,170.0,3.0,4.0,7.0,1.7647058823529411,2.3529411764705883,4.117647058823529,0.36760377130283634,0.6323962286971636
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600413232,04,1.0,Female,0.0,NonBlack,10.0,03,S,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49639173823522337,0.5036082617647766
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411045,KF,0.0,Male,0.0,NonBlack,6.0,05,R,170.0,170.0,4.0,8.0,12.0,2.3529411764705883,4.705882352941177,7.0588235294117645,0.31083082601844725,0.6891691739815528
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412684,KF,0.0,Male,0.0,NonBlack,6.0,05,R,170.0,170.0,5.0,3.0,8.0,2.941176470588235,1.7647058823529411,4.705882352941177,0.31083082601844725,0.6891691739815528
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600403920,05,1.0,Female,1.0,Black,11.0,03,R,170.0,170.0,1.0,5.0,6.0,0.5882352941176471,2.941176470588235,3.5294117647058822,0.36528428136188174,0.6347157186381183
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600405055,05,0.0,Male,1.0,Black,11.0,04,R,170.0,170.0,14.0,12.0,26.0,8.235294117647058,7.0588235294117645,15.294117647058824,0.3232015365192304,0.6767984634807696
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600406350,03,0.0,Male,0.0,NonBlack,9.0,05,R,170.0,170.0,11.0,1.0,12.0,6.470588235294119,0.5882352941176471,7.0588235294117645,0.4080456252027806,0.5919543747972194
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600405162,05,1.0,Female,1.0,Black,11.0,05,R,170.0,170.0,0.0,4.0,4.0,0.0,2.3529411764705883,2.3529411764705883,0.42845552319359814,0.5715444768064019
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600410645,01,1.0,Female,1.0,Black,7.0,04,R,170.0,170.0,6.0,1.0,7.0,3.5294117647058822,0.5882352941176471,4.117647058823529,0.3590966116421836,0.6409033883578164
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408524,01,1.0,Female,1.0,Black,7.0,05,R,170.0,170.0,14.0,3.0,17.0,8.235294117647058,1.7647058823529411,10.0,0.4589453259565424,0.5410546740434576
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412937,02,1.0,Female,1.0,Black,8.0,04,C,170.0,170.0,8.0,8.0,16.0,4.705882352941177,4.705882352941177,9.411764705882353,0.4377225329106053,0.5622774670893946
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411721,KF,0.0,Male,1.0,Black,6.0,05,R,170.0,170.0,23.0,10.0,33.0,13.529411764705882,5.88235294117647,19.411764705882355,0.3882769410660164,0.6117230589339836
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411397,01,0.0,Male,0.0,NonBlack,7.0,01,R,170.0,170.0,7.0,0.0,7.0,4.117647058823529,0.0,4.117647058823529,0.2640628246621738,0.7359371753378262
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411581,KF,0.0,Male,0.0,NonBlack,6.0,03,R,170.0,170.0,6.0,0.0,6.0,3.5294117647058822,0.0,3.5294117647058822,0.2571978827839924,0.7428021172160075
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412693,04,1.0,Female,0.0,NonBlack,10.0,03,C,170.0,170.0,7.0,9.0,16.0,4.117647058823529,5.294117647058823,9.411764705882353,0.3647155593410542,0.6352844406589457
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600411388,01,0.0,Male,1.0,Black,7.0,05,R,170.0,170.0,4.0,9.0,13.0,2.3529411764705883,5.294117647058823,7.647058823529412,0.4499597498874296,0.5500402501125704
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412699,05,0.0,Male,1.0,Black,11.0,04,C,170.0,170.0,9.0,9.0,18.0,5.294117647058823,5.294117647058823,10.588235294117647,0.335017652344234,0.664982347655766
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408769,03,1.0,Female,1.0,Black,9.0,03,R,170.0,170.0,10.0,1.0,11.0,5.88235294117647,0.5882352941176471,6.470588235294119,0.435738559396065,0.564261440603935
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600408595,03,0.0,Male,0.0,NonBlack,9.0,01,R,170.0,170.0,14.0,1.0,15.0,8.235294117647058,0.5882352941176471,8.823529411764707,0.2984901966614424,0.7015098033385576
JMTES,JMTES At Risk Report_Updated 6.15.26 (PW_ #MTE2026).xlsx,Taylor Elementary RTI - at Risk Report,2026-06-15,1.0,600412980,05,0.0,Male,0.0,NonBlack,11.0,04,C,170.0,170.0,1.0,0.0,1.0,0.5882352941176471,0.0,0.5882352941176471,0.26361673434928007,0.7363832656507199
