school,treatment,student_id,teacher,subject,wave,score
JES,0,8607427746,,ELA,Summer 2025,1036.0
JES,0,8607427746,,ELA,Winter 2025,1011.0
JES,0,8607427746,,ELA,Summer 2026,1066.0
JES,0,8607427746,,Math,Summer 2025,1050.0
JES,0,8607427746,,Math,Winter 2025,1033.0
JES,0,8607427746,,Math,Summer 2026,1052.0
JES,0,2501674226,,ELA,Winter 2025,1041.0
JES,0,2501674226,,ELA,Summer 2026,1058.0
JES,0,2501674226,,Math,Winter 2025,1050.0
JES,0,2501674226,,Math,Summer 2026,1055.0
JES,0,4313830313,,ELA,Summer 2025,1047.0
JES,0,4313830313,,ELA,Winter 2025,1066.0
JES,0,4313830313,,ELA,Summer 2026,1072.0
JES,0,4313830313,,Math,Summer 2025,1067.0
JES,0,4313830313,,Math,Winter 2025,1060.0
JES,0,4313830313,,Math,Summer 2026,1067.0
JES,0,2733271004,,ELA,Summer 2025,1041.0
JES,0,2733271004,,ELA,Winter 2025,1041.0
JES,0,2733271004,,ELA,Summer 2026,1045.0
JES,0,2733271004,,Math,Summer 2025,1039.0
JES,0,2733271004,,Math,Winter 2025,1065.0
JES,0,2733271004,,Math,Summer 2026,1067.0
JES,0,7640280386,,ELA,Winter 2025,1059.0
JES,0,7640280386,,ELA,Summer 2026,1068.0
JES,0,7640280386,,Math,Winter 2025,1033.0
JES,0,7640280386,,Math,Summer 2026,1038.0
JES,0,8113050515,,ELA,Summer 2025,1061.0
JES,0,8113050515,,ELA,Winter 2025,1058.0
JES,0,8113050515,,ELA,Summer 2026,1061.0
JES,0,8113050515,,Math,Summer 2025,1040.0
JES,0,8113050515,,Math,Winter 2025,1055.0
JES,0,8113050515,,Math,Summer 2026,1046.0
JES,0,6156336074,,ELA,Winter 2025,1053.0
JES,0,6156336074,,ELA,Summer 2026,1062.0
JES,0,6156336074,,Math,Winter 2025,1028.0
JES,0,6156336074,,Math,Summer 2026,1051.0
JES,0,6032473326,,ELA,Winter 2025,1063.0
JES,0,6032473326,,ELA,Summer 2026,1071.0
JES,0,6032473326,,Math,Winter 2025,1074.0
JES,0,6032473326,,Math,Summer 2026,1079.0
JES,0,1546431132,,ELA,Winter 2025,1008.0
JES,0,1546431132,,ELA,Summer 2026,1062.0
JES,0,1546431132,,Math,Winter 2025,1045.0
JES,0,1546431132,,Math,Summer 2026,1054.0
JES,0,2443632606,,ELA,Winter 2025,1056.0
JES,0,2443632606,,ELA,Summer 2026,1059.0
JES,0,2443632606,,Math,Winter 2025,1061.0
JES,0,2443632606,,Math,Summer 2026,1064.0
JES,0,3371707323,,ELA,Winter 2025,1078.0
JES,0,3371707323,,ELA,Summer 2026,1085.0
JES,0,3371707323,,Math,Winter 2025,1057.0
JES,0,3371707323,,Math,Summer 2026,1070.0
JES,0,1332466314,,ELA,Summer 2025,1035.0
JES,0,1332466314,,ELA,Winter 2025,1053.0
JES,0,1332466314,,ELA,Summer 2026,1061.0
JES,0,1332466314,,Math,Summer 2025,1028.0
JES,0,1332466314,,Math,Winter 2025,1041.0
JES,0,1332466314,,Math,Summer 2026,1049.0
JES,0,7708486374,,ELA,Summer 2025,1074.0
JES,0,7708486374,,ELA,Winter 2025,1023.0
JES,0,7708486374,,ELA,Summer 2026,1065.0
JES,0,7708486374,,Math,Summer 2025,1046.0
JES,0,7708486374,,Math,Winter 2025,1059.0
JES,0,7708486374,,Math,Summer 2026,1064.0
JES,0,4212630485,,ELA,Summer 2026,1053.0
JES,0,4212630485,,Math,Summer 2026,1050.0
JES,0,2565500653,,ELA,Summer 2025,1068.0
JES,0,2565500653,,ELA,Winter 2025,1025.0
JES,0,2565500653,,ELA,Summer 2026,1070.0
JES,0,2565500653,,Math,Summer 2025,1072.0
JES,0,2565500653,,Math,Winter 2025,1047.0
JES,0,2565500653,,Math,Summer 2026,1077.0
JES,0,1172162648,,ELA,Summer 2025,1058.0
JES,0,1172162648,,ELA,Winter 2025,1064.0
JES,0,1172162648,,ELA,Summer 2026,1070.0
JES,0,1172162648,,Math,Summer 2025,1065.0
JES,0,1172162648,,Math,Winter 2025,1065.0
JES,0,1172162648,,Math,Summer 2026,1064.0
JES,0,3837288354,,ELA,Winter 2025,1059.0
JES,0,3837288354,,ELA,Summer 2026,1066.0
JES,0,3837288354,,Math,Winter 2025,1061.0
JES,0,3837288354,,Math,Summer 2026,1057.0
JES,0,7570217866,,ELA,Winter 2025,1047.0
JES,0,7570217866,,ELA,Summer 2026,1057.0
JES,0,7570217866,,Math,Winter 2025,1031.0
JES,0,7570217866,,Math,Summer 2026,1048.0
JES,0,5338301847,,ELA,Winter 2025,1050.0
JES,0,5338301847,,ELA,Summer 2026,1037.0
JES,0,5338301847,,Math,Winter 2025,1047.0
JES,0,5338301847,,Math,Summer 2026,1050.0
JES,0,3080210326,,ELA,Winter 2025,1026.0
JES,0,3080210326,,ELA,Summer 2026,1035.0
JES,0,3080210326,,Math,Winter 2025,1038.0
JES,0,3080210326,,Math,Summer 2026,1029.0
JES,0,5868525531,,ELA,Summer 2025,1002.0
JES,0,5868525531,,ELA,Winter 2025,1054.0
JES,0,5868525531,,ELA,Summer 2026,1064.0
JES,0,5868525531,,Math,Summer 2025,1023.0
JES,0,5868525531,,Math,Winter 2025,1034.0
JES,0,5868525531,,Math,Summer 2026,1037.0
JES,0,6746382004,,ELA,Winter 2025,1044.0
JES,0,6746382004,,ELA,Summer 2026,1054.0
JES,0,6746382004,,Math,Winter 2025,1042.0
JES,0,6746382004,,Math,Summer 2026,1046.0
JES,0,8827808202,,ELA,Winter 2025,1053.0
JES,0,8827808202,,ELA,Summer 2026,1057.0
JES,0,8827808202,,Math,Winter 2025,1054.0
JES,0,8827808202,,Math,Summer 2026,1047.0
JES,0,2776701253,,ELA,Winter 2025,1045.0
JES,0,2776701253,,ELA,Summer 2026,1050.0
JES,0,2776701253,,Math,Winter 2025,1052.0
JES,0,2776701253,,Math,Summer 2026,1060.0
JES,0,7166548556,,ELA,Winter 2025,1061.0
JES,0,7166548556,,ELA,Summer 2026,1068.0
JES,0,7166548556,,Math,Winter 2025,1053.0
JES,0,7166548556,,Math,Summer 2026,1071.0
JES,0,3351784178,,ELA,Winter 2025,1046.0
JES,0,3351784178,,ELA,Summer 2026,1063.0
JES,0,3351784178,,Math,Winter 2025,1034.0
JES,0,3351784178,,Math,Summer 2026,1061.0
JES,0,3541850355,,ELA,Winter 2025,1046.0
JES,0,3541850355,,ELA,Summer 2026,1057.0
JES,0,3541850355,,Math,Winter 2025,1034.0
JES,0,3541850355,,Math,Summer 2026,1050.0
JES,0,4725534543,,ELA,Summer 2025,1065.0
JES,0,4725534543,,ELA,Winter 2025,1067.0
JES,0,4725534543,,ELA,Summer 2026,1069.0
JES,0,4725534543,,Math,Summer 2025,1062.0
JES,0,4725534543,,Math,Winter 2025,1077.0
JES,0,4725534543,,Math,Summer 2026,1117.0
JES,0,6754584052,,ELA,Winter 2025,1042.0
JES,0,6754584052,,ELA,Summer 2026,1060.0
JES,0,6754584052,,Math,Winter 2025,1051.0
JES,0,6754584052,,Math,Summer 2026,1061.0
JES,0,1705803861,,ELA,Winter 2025,1053.0
JES,0,1705803861,,ELA,Summer 2026,1068.0
JES,0,1705803861,,Math,Winter 2025,1041.0
JES,0,1705803861,,Math,Summer 2026,1046.0
JES,0,8461556082,,ELA,Winter 2025,1061.0
JES,0,8461556082,,ELA,Summer 2026,1060.0
JES,0,8461556082,,Math,Winter 2025,1060.0
JES,0,8461556082,,Math,Summer 2026,1075.0
JES,0,1137861447,,ELA,Winter 2025,1044.0
JES,0,1137861447,,ELA,Summer 2026,1054.0
JES,0,1137861447,,Math,Winter 2025,1043.0
JES,0,1137861447,,Math,Summer 2026,1058.0
JES,0,5120817411,,ELA,Winter 2025,1061.0
JES,0,5120817411,,ELA,Summer 2026,1063.0
JES,0,5120817411,,Math,Winter 2025,1063.0
JES,0,5120817411,,Math,Summer 2026,1067.0
JES,0,8047604586,,ELA,Summer 2026,1035.0
JES,0,8047604586,,Math,Summer 2026,1015.0
JES,0,3058188254,,ELA,Summer 2025,1075.0
JES,0,3058188254,,ELA,Winter 2025,1065.0
JES,0,3058188254,,ELA,Summer 2026,1068.0
JES,0,3058188254,,Math,Summer 2025,1060.0
JES,0,3058188254,,Math,Winter 2025,1061.0
JES,0,3058188254,,Math,Summer 2026,1066.0
JES,0,4260746312,,ELA,Winter 2025,1003.0
JES,0,4260746312,,ELA,Summer 2026,1032.0
JES,0,4260746312,,Math,Winter 2025,1029.0
JES,0,4260746312,,Math,Summer 2026,1041.0
JES,0,1312078814,,ELA,Summer 2025,1063.0
JES,0,1312078814,,ELA,Winter 2025,1063.0
JES,0,1312078814,,ELA,Summer 2026,1066.0
JES,0,1312078814,,Math,Summer 2025,1046.0
JES,0,1312078814,,Math,Winter 2025,1046.0
JES,0,1312078814,,Math,Summer 2026,1045.0
JES,0,2740447574,,ELA,Summer 2025,1063.0
JES,0,2740447574,,ELA,Winter 2025,1071.0
JES,0,2740447574,,ELA,Summer 2026,1061.0
JES,0,2740447574,,Math,Summer 2025,1070.0
JES,0,2740447574,,Math,Winter 2025,1057.0
JES,0,2740447574,,Math,Summer 2026,1059.0
JES,0,6528118317,,ELA,Summer 2025,1044.0
JES,0,6528118317,,ELA,Winter 2025,1055.0
JES,0,6528118317,,ELA,Summer 2026,1059.0
JES,0,6528118317,,Math,Summer 2026,1066.0
JES,0,4687600886,,ELA,Summer 2025,1054.0
JES,0,4687600886,,ELA,Winter 2025,1059.0
JES,0,4687600886,,ELA,Summer 2026,1061.0
JES,0,4687600886,,Math,Summer 2025,1053.0
JES,0,4687600886,,Math,Winter 2025,1060.0
JES,0,4687600886,,Math,Summer 2026,1060.0
JES,0,5727238362,,ELA,Winter 2025,1011.0
JES,0,5727238362,,ELA,Summer 2026,1071.0
JES,0,5727238362,,Math,Winter 2025,1060.0
JES,0,5727238362,,Math,Summer 2026,1067.0
JES,0,4778801818,,ELA,Summer 2025,1022.0
JES,0,4778801818,,ELA,Summer 2026,1029.0
JES,0,4778801818,,Math,Summer 2025,1023.0
JES,0,4778801818,,Math,Summer 2026,1044.0
JES,0,1125104618,,ELA,Winter 2025,1007.0
JES,0,1125104618,,ELA,Summer 2026,1041.0
JES,0,1125104618,,Math,Winter 2025,1032.0
JES,0,1125104618,,Math,Summer 2026,1053.0
JES,0,6675685614,,ELA,Winter 2025,1044.0
JES,0,6675685614,,ELA,Summer 2026,1000.0
JES,0,6675685614,,Math,Winter 2025,1041.0
JES,0,6675685614,,Math,Summer 2026,1051.0
JES,0,2203582821,,ELA,Winter 2025,1060.0
JES,0,2203582821,,ELA,Summer 2026,1074.0
JES,0,2203582821,,Math,Winter 2025,1055.0
JES,0,2203582821,,Math,Summer 2026,1064.0
JES,0,4125483721,,ELA,Winter 2025,1048.0
JES,0,4125483721,,ELA,Summer 2026,1068.0
JES,0,4125483721,,Math,Winter 2025,1048.0
JES,0,4125483721,,Math,Summer 2026,1047.0
JES,0,1133485035,,ELA,Summer 2025,1049.0
JES,0,1133485035,,ELA,Winter 2025,1041.0
JES,0,1133485035,,ELA,Summer 2026,1044.0
JES,0,1133485035,,Math,Summer 2025,1036.0
JES,0,1133485035,,Math,Winter 2025,1045.0
JES,0,1133485035,,Math,Summer 2026,1056.0
JES,0,3325300375,,ELA,Summer 2026,1034.0
JES,0,3325300375,,Math,Summer 2026,1057.0
JES,0,8620804011,,ELA,Summer 2025,1047.0
JES,0,8620804011,,ELA,Winter 2025,1063.0
JES,0,8620804011,,ELA,Summer 2026,1070.0
JES,0,8620804011,,Math,Summer 2025,1041.0
JES,0,8620804011,,Math,Winter 2025,1064.0
JES,0,8620804011,,Math,Summer 2026,1067.0
JES,0,2178068671,,ELA,Summer 2026,1047.0
JES,0,2178068671,,Math,Summer 2026,1064.0
JES,0,4230627077,,ELA,Winter 2025,1073.0
JES,0,4230627077,,ELA,Summer 2026,1078.0
JES,0,4230627077,,Math,Winter 2025,1071.0
JES,0,4230627077,,Math,Summer 2026,1078.0
JES,0,5217135654,,ELA,Summer 2026,1045.0
JES,0,5217135654,,Math,Summer 2026,1044.0
JES,0,7352334406,,ELA,Summer 2025,1037.0
JES,0,7352334406,,ELA,Winter 2025,1043.0
JES,0,7352334406,,ELA,Summer 2026,1065.0
JES,0,7352334406,,Math,Winter 2025,1034.0
JES,0,7352334406,,Math,Summer 2026,1040.0
JES,0,1246450457,,ELA,Winter 2025,1044.0
JES,0,1246450457,,ELA,Summer 2026,1059.0
JES,0,1246450457,,Math,Winter 2025,1000.0
JES,0,1246450457,,Math,Summer 2026,1050.0
JES,0,6300224487,,ELA,Summer 2025,1060.0
JES,0,6300224487,,ELA,Winter 2025,1006.0
JES,0,6300224487,,ELA,Summer 2026,1012.0
JES,0,6300224487,,Math,Summer 2025,1056.0
JES,0,6300224487,,Math,Winter 2025,1049.0
JES,0,6300224487,,Math,Summer 2026,1064.0
JES,0,3300880106,,ELA,Summer 2025,1052.0
JES,0,3300880106,,ELA,Winter 2025,1056.0
JES,0,3300880106,,ELA,Summer 2026,1055.0
JES,0,3300880106,,Math,Summer 2025,1045.0
JES,0,3300880106,,Math,Summer 2026,1072.0
JES,0,1246466324,,ELA,Summer 2025,1028.0
JES,0,1246466324,,ELA,Winter 2025,1010.0
JES,0,1246466324,,ELA,Summer 2026,1064.0
JES,0,1246466324,,Math,Summer 2025,1046.0
JES,0,1246466324,,Math,Winter 2025,1052.0
JES,0,1246466324,,Math,Summer 2026,1056.0
JES,0,5544018157,,ELA,Summer 2025,1052.0
JES,0,5544018157,,ELA,Winter 2025,1008.0
JES,0,5544018157,,ELA,Summer 2026,1048.0
JES,0,5544018157,,Math,Summer 2025,1058.0
JES,0,5544018157,,Math,Winter 2025,1047.0
JES,0,5544018157,,Math,Summer 2026,1052.0
JES,0,6482477553,,ELA,Summer 2025,1058.0
JES,0,6482477553,,ELA,Winter 2025,1056.0
JES,0,6482477553,,ELA,Summer 2026,1061.0
JES,0,6482477553,,Math,Summer 2025,1056.0
JES,0,6482477553,,Math,Winter 2025,1046.0
JES,0,6482477553,,Math,Summer 2026,1068.0
JES,0,3763625512,,ELA,Summer 2026,1026.0
JES,0,3763625512,,Math,Summer 2026,1050.0
JES,0,6113862121,,ELA,Summer 2025,1074.0
JES,0,6113862121,,ELA,Winter 2025,1070.0
JES,0,6113862121,,ELA,Summer 2026,1074.0
JES,0,6113862121,,Math,Summer 2025,1073.0
JES,0,6113862121,,Math,Winter 2025,1074.0
JES,0,6113862121,,Math,Summer 2026,1073.0
JES,0,1068773742,,ELA,Summer 2025,1059.0
JES,0,1068773742,,ELA,Winter 2025,1007.0
JES,0,1068773742,,ELA,Summer 2026,1057.0
JES,0,1068773742,,Math,Summer 2025,1063.0
JES,0,1068773742,,Math,Winter 2025,1042.0
JES,0,1068773742,,Math,Summer 2026,1057.0
JES,0,6607381685,,ELA,Winter 2025,1041.0
JES,0,6607381685,,ELA,Summer 2026,1058.0
JES,0,6607381685,,Math,Winter 2025,1038.0
JES,0,6607381685,,Math,Summer 2026,1046.0
JES,0,4043372487,,ELA,Winter 2025,1032.0
JES,0,4043372487,,ELA,Summer 2026,1049.0
JES,0,4043372487,,Math,Winter 2025,1025.0
JES,0,4043372487,,Math,Summer 2026,1022.0
JES,0,2136847558,,ELA,Summer 2025,1055.0
JES,0,2136847558,,ELA,Winter 2025,1059.0
JES,0,2136847558,,ELA,Summer 2026,1066.0
JES,0,2136847558,,Math,Summer 2025,1051.0
JES,0,2136847558,,Math,Winter 2025,1060.0
JES,0,2136847558,,Math,Summer 2026,1064.0
JES,0,6037654325,,ELA,Summer 2025,1062.0
JES,0,6037654325,,ELA,Winter 2025,1062.0
JES,0,6037654325,,ELA,Summer 2026,1068.0
JES,0,6037654325,,Math,Summer 2025,1053.0
JES,0,6037654325,,Math,Winter 2025,1060.0
JES,0,6037654325,,Math,Summer 2026,1062.0
JES,0,1768385656,,ELA,Summer 2025,1056.0
JES,0,1768385656,,ELA,Winter 2025,1068.0
JES,0,1768385656,,ELA,Summer 2026,1068.0
JES,0,1768385656,,Math,Summer 2025,1068.0
JES,0,1768385656,,Math,Winter 2025,1056.0
JES,0,1768385656,,Math,Summer 2026,1076.0
JES,0,7603823566,,ELA,Summer 2025,1071.0
JES,0,7603823566,,ELA,Winter 2025,1058.0
JES,0,7603823566,,ELA,Summer 2026,1073.0
JES,0,7603823566,,Math,Summer 2025,1038.0
JES,0,7603823566,,Math,Winter 2025,1057.0
JES,0,7603823566,,Math,Summer 2026,1085.0
