grade,school,jmtes,subject,student_id,post_score,baseline_score,baseline_source,female,black,age,meal_status,entry_code,source_file
Grade 2,JMTES,1,Math,8653416636,1056.0,1051.0,Math Sum 2025,0,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,2201375476,1053.0,1063.0,ELA Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,2201375476,1050.0,1052.0,Math Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,2676583852,1054.0,1061.0,ELA Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,2676583852,1048.0,1050.0,Math Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,4413825038,1071.0,1022.0,ELA Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,4413825038,1053.0,1065.0,Math Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,8637245764,1000.0,1039.0,ELA Sum 2025,0,0,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,8637245764,1032.0,1038.0,Math Sum 2025,0,0,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,6802548577,1041.0,1048.0,ELA Sum 2025,0,1,9.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,6802548577,1031.0,1036.0,Math Sum 2025,0,1,9.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,7635045481,1066.0,1013.0,ELA Sum 2025,1,1,8.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,7635045481,1062.0,1049.0,Math Sum 2025,1,1,8.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,4438345253,1043.0,1055.0,ELA Sum 2025,1,0,7.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,4438345253,1033.0,1039.0,Math Sum 2025,1,0,7.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,1546727163,1043.0,1048.0,ELA Winter 2025,1,0,8.0,02,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,1546727163,1052.0,1054.0,Math Winter 2025,1,0,8.0,02,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,2352016452,1044.0,1063.0,ELA Sum 2025,0,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,2352016452,1057.0,1055.0,Math Sum 2025,0,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,7631483172,1033.0,1019.0,ELA Sum 2025,0,0,7.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,7631483172,1054.0,1050.0,Math Sum 2025,0,0,7.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,7480101443,1064.0,1064.0,ELA Sum 2025,0,1,8.0,06,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,7480101443,1079.0,1064.0,Math Sum 2025,0,1,8.0,06,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,4873854638,1059.0,1056.0,ELA Sum 2025,0,1,7.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,4873854638,1056.0,1033.0,Math Sum 2025,0,1,7.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,1521127663,1066.0,1015.0,ELA Sum 2025,1,1,7.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,1521127663,1046.0,1054.0,Math Sum 2025,1,1,7.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,8876330768,1061.0,1046.0,ELA Sum 2025,1,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,8876330768,1043.0,1038.0,Math Sum 2025,1,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,1285100855,1050.0,1046.0,ELA Winter 2025,1,0,8.0,05,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,1285100855,1060.0,1064.0,Math Winter 2025,1,0,8.0,05,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,1361181426,1000.0,1024.0,ELA Sum 2025,0,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,1361181426,1043.0,1034.0,Math Sum 2025,0,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,2130868377,1056.0,1037.0,ELA Sum 2025,1,1,7.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,2130868377,1044.0,1045.0,Math Sum 2025,1,1,7.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,3440411654,1062.0,1055.0,ELA Sum 2025,1,1,8.0,05,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,3440411654,1054.0,1035.0,Math Sum 2025,1,1,8.0,05,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,5164475421,1037.0,1053.0,ELA Sum 2025,0,0,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,5164475421,1035.0,1019.0,Math Sum 2025,0,0,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,6288620228,1060.0,1066.0,ELA Sum 2025,1,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,6288620228,1060.0,1060.0,Math Sum 2025,1,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,6411355487,1051.0,1059.0,ELA Sum 2025,1,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,6411355487,1056.0,1049.0,Math Sum 2025,1,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,3228241678,1071.0,1066.0,ELA Sum 2025,1,1,8.0,02,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,3228241678,1070.0,1069.0,Math Sum 2025,1,1,8.0,02,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,7466178086,1065.0,1062.0,ELA Sum 2025,1,0,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,7466178086,1061.0,1062.0,Math Sum 2025,1,0,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,5373762155,1000.0,1015.0,ELA Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,5373762155,1030.0,1035.0,Math Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,6226783677,1057.0,1062.0,ELA Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,6226783677,1057.0,1062.0,Math Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,1564423641,1055.0,1034.0,ELA Sum 2025,0,1,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,1564423641,1055.0,1047.0,Math Sum 2025,0,1,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,6142635053,1073.0,1064.0,ELA Sum 2025,0,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,6142635053,1062.0,1047.0,Math Sum 2025,0,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,6454785237,1053.0,1054.0,ELA Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,6454785237,1027.0,1024.0,Math Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,2324305147,1065.0,1037.0,ELA Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,2324305147,1048.0,1039.0,Math Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,4637758507,1067.0,1050.0,ELA Sum 2025,1,1,7.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,4637758507,1058.0,1036.0,Math Sum 2025,1,1,7.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,2510508862,1066.0,1014.0,ELA Sum 2025,1,1,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,2510508862,1059.0,1052.0,Math Sum 2025,1,1,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,3272010221,1044.0,1057.0,ELA Sum 2025,1,0,8.0,04,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,3272010221,1031.0,1050.0,Math Sum 2025,1,0,8.0,04,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,4011726164,1054.0,1057.0,ELA Sum 2025,1,1,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,4011726164,1044.0,1050.0,Math Sum 2025,1,1,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,3076142573,1057.0,1062.0,ELA Sum 2025,0,1,8.0,02,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,3076142573,1055.0,1050.0,Math Sum 2025,0,1,8.0,02,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,5331727847,1051.0,1051.0,ELA Sum 2025,0,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,5331727847,1036.0,1048.0,Math Sum 2025,0,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,3870864835,1064.0,1014.0,ELA Sum 2025,0,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,3870864835,1061.0,1051.0,Math Sum 2025,0,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,3516142855,1050.0,1039.0,ELA Sum 2025,1,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,3516142855,1050.0,1056.0,Math Sum 2025,1,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,8782075316,1066.0,1067.0,ELA Sum 2025,1,1,8.0,04,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,8782075316,1058.0,1061.0,Math Sum 2025,1,1,8.0,04,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,8628474757,1049.0,1058.0,ELA Sum 2025,0,0,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,8628474757,1062.0,1062.0,Math Sum 2025,0,0,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,8602282575,1055.0,1023.0,ELA Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,8602282575,1051.0,1052.0,Math Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,7722142254,1082.0,1054.0,ELA Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,7722142254,1075.0,1056.0,Math Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,7532173884,1057.0,1052.0,ELA Sum 2025,0,1,8.0,05,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,7532173884,1061.0,1058.0,Math Sum 2025,0,1,8.0,05,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,5537317855,1062.0,1021.0,ELA Sum 2025,0,0,8.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,5537317855,1052.0,1051.0,Math Sum 2025,0,0,8.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,2640086234,1071.0,1020.0,ELA Sum 2025,0,1,7.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,2640086234,1052.0,1026.0,Math Sum 2025,0,1,7.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,4746135135,1054.0,1050.0,ELA Sum 2025,0,0,8.0,03,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,4746135135,1049.0,1054.0,Math Sum 2025,0,0,8.0,03,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,5724088766,1045.0,1034.0,ELA Sum 2025,0,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,5724088766,1049.0,1044.0,Math Sum 2025,0,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,7353378724,1048.0,1051.0,ELA Sum 2025,1,1,7.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,7353378724,1043.0,1055.0,Math Sum 2025,1,1,7.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,8125864388,1079.0,1017.0,ELA Sum 2025,1,1,7.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,8125864388,1057.0,1064.0,Math Sum 2025,1,1,7.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,3722378753,1051.0,1049.0,ELA Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,3722378753,1033.0,1038.0,Math Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,3012681061,1051.0,1051.0,ELA Sum 2025,1,0,8.0,06,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,3012681061,1049.0,1053.0,Math Sum 2025,1,0,8.0,06,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,5743316164,1062.0,1056.0,ELA Sum 2025,1,0,8.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,5743316164,1057.0,1069.0,Math Sum 2025,1,0,8.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,5706575787,1065.0,1053.0,ELA Sum 2025,0,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,5706575787,1064.0,1050.0,Math Sum 2025,0,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,8820647401,1062.0,1062.0,ELA Sum 2025,0,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,8820647401,1079.0,1055.0,Math Sum 2025,0,0,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,4478051735,1055.0,1041.0,ELA Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,4478051735,1037.0,1040.0,Math Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,2371472172,1099.0,1026.0,ELA Sum 2025,1,1,8.0,04,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,2371472172,1064.0,1069.0,Math Sum 2025,1,1,8.0,04,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,6526160525,1057.0,1057.0,ELA Sum 2025,1,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,6526160525,1050.0,1041.0,Math Sum 2025,1,1,8.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,3164676654,1040.0,1038.0,ELA Sum 2025,0,1,8.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,3164676654,1048.0,1044.0,Math Sum 2025,0,1,8.0,01,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,6567815081,1046.0,1017.0,ELA Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,6567815081,1055.0,1043.0,Math Sum 2025,1,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,7547246538,1032.0,1040.0,ELA Sum 2025,0,1,9.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,7547246538,1034.0,1032.0,Math Sum 2025,0,1,9.0,05,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,6460331602,1040.0,1024.0,ELA Sum 2025,1,0,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,6460331602,1037.0,1045.0,Math Sum 2025,1,0,8.0,03,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,2403205656,1041.0,1050.0,ELA Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,2403205656,1039.0,1056.0,Math Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,3655874303,1058.0,1000.0,ELA Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,3655874303,1058.0,1064.0,Math Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,4518616672,1072.0,1062.0,ELA Sum 2025,0,1,7.0,05,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,4518616672,1087.0,1068.0,Math Sum 2025,0,1,7.0,05,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,5713433164,1020.0,1015.0,ELA Sum 2025,1,0,8.0,04,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,5713433164,1020.0,1035.0,Math Sum 2025,1,0,8.0,04,C,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,ELA,2235070845,1041.0,1045.0,ELA Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JMTES,1,Math,2235070845,1029.0,1030.0,Math Sum 2025,0,1,8.0,04,R,Grade 2/JMTES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,6576142578,1072.0,1076.0,ELA Sum 2025,0,0,8.0,05,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,6576142578,1075.0,1065.0,Math Sum 2025,0,0,8.0,05,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,5306745665,1059.0,1052.0,ELA Sum 2025,0,1,8.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,5306745665,1068.0,1053.0,Math Sum 2025,0,1,8.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,8314608538,1055.0,1056.0,ELA Sum 2025,0,0,8.0,05,C,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,8314608538,1054.0,1033.0,Math Sum 2025,0,0,8.0,05,C,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,2427384773,1055.0,1046.0,ELA Sum 2025,1,0,7.0,01,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,2427384773,1057.0,1055.0,Math Sum 2025,1,0,7.0,01,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,1817510784,1038.0,1047.0,ELA Sum 2025,0,1,7.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,1817510784,1046.0,1044.0,Math Sum 2025,0,1,7.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,3686704117,1069.0,1065.0,ELA Sum 2025,1,1,8.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,3686704117,1044.0,1055.0,Math Sum 2025,1,1,8.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,7668614808,1057.0,1051.0,ELA Sum 2025,0,0,8.0,01,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,7668614808,1057.0,1057.0,Math Sum 2025,0,0,8.0,01,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,1362130051,1061.0,1052.0,ELA Sum 2025,0,1,8.0,03,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,1362130051,1057.0,1055.0,Math Sum 2025,0,1,8.0,03,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,8016200327,1035.0,1044.0,ELA Sum 2025,0,1,8.0,04,S,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,8016200327,1041.0,1048.0,Math Sum 2025,0,1,8.0,04,S,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,5330356736,1069.0,1064.0,ELA Sum 2025,0,1,8.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,5330356736,1067.0,1067.0,Math Sum 2025,0,1,8.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,1011741786,1067.0,1060.0,ELA Sum 2025,1,1,8.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,1011741786,1055.0,1051.0,Math Sum 2025,1,1,8.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,3713588745,1077.0,1068.0,ELA Sum 2025,1,1,8.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,3713588745,1045.0,1048.0,Math Sum 2025,1,1,8.0,04,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,8778233266,1058.0,1058.0,ELA Sum 2025,1,0,8.0,05,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,8778233266,1053.0,1060.0,Math Sum 2025,1,0,8.0,05,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,ELA,3125325503,1074.0,1064.0,ELA Sum 2025,0,0,8.0,05,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
Grade 2,JES,0,Math,3125325503,1072.0,1055.0,Math Sum 2025,0,0,8.0,05,R,Grade 2/JES Atlas Report - Grade 2 - Merged At Risk.csv
