domain,model,school,propensity
Academic,Grade 3 Science,JMTES,0.5155585616950762
Academic,Grade 3 Science,JMTES,0.41931629601577436
Academic,Grade 3 Science,JMTES,0.4437639589890829
Academic,Grade 3 Science,JMTES,0.1699009838864344
Academic,Grade 3 Science,JMTES,0.6641195805223283
Academic,Grade 3 Science,JMTES,0.39540408203020494
Academic,Grade 3 Science,JMTES,0.23541845965956504
Academic,Grade 3 Science,JMTES,0.5147216268076376
Academic,Grade 3 Science,JMTES,0.8855619070433356
Academic,Grade 3 Science,JMTES,0.7500032368998554
Academic,Grade 3 Science,JMTES,0.480208022271023
Academic,Grade 3 Science,JMTES,0.4050384953492989
Academic,Grade 3 Science,JMTES,0.27988474782224937
Academic,Grade 3 Science,JMTES,0.23405245751000803
Academic,Grade 3 Science,JMTES,0.16827620843543883
Academic,Grade 3 Science,JMTES,0.5944994531030582
Academic,Grade 3 Science,JMTES,0.40983632951589793
Academic,Grade 3 Science,JMTES,0.19407811074827
Academic,Grade 3 Science,JMTES,0.7000762306762102
Academic,Grade 3 Science,JMTES,0.5600634667694667
Academic,Grade 3 Science,JMTES,0.4574576126469104
Academic,Grade 3 Science,JMTES,0.4759234148432324
Academic,Grade 3 Science,JMTES,0.538274417709337
Academic,Grade 3 Science,JMTES,0.30749049494302655
Academic,Grade 3 Science,JMTES,0.26731672735553647
Academic,Grade 3 Science,JMTES,0.4768305151720086
Academic,Grade 3 Science,JMTES,0.27103136344068557
Academic,Grade 3 Science,JMTES,0.3881489407443177
Academic,Grade 3 Science,JMTES,0.5202732526583849
Academic,Grade 3 Science,JMTES,0.163321513173205
Academic,Grade 3 Science,JMTES,0.6261541767613399
Academic,Grade 3 Science,JMTES,0.7652692364231869
Academic,Grade 3 Science,JMTES,0.44932947092739084
Academic,Grade 3 Science,JMTES,0.2937403493605221
Academic,Grade 3 Science,JMTES,0.41426996595607635
Academic,Grade 3 Science,JMTES,0.15382728203441545
Academic,Grade 3 Science,JMTES,0.9276784053855941
Academic,Grade 3 Science,JMTES,0.369284390878626
Academic,Grade 3 Science,JMTES,0.8579358227057227
Academic,Grade 3 Science,JMTES,0.7733586649966961
Academic,Grade 3 Science,JMTES,0.673942228972605
Academic,Grade 3 Science,JMTES,0.5450015450178224
Academic,Grade 3 Science,JMTES,0.28376446799223454
Academic,Grade 3 Science,JMTES,0.6785702999200446
Academic,Grade 3 Science,JMTES,0.5722728799242564
Academic,Grade 3 Science,JMTES,0.5540206755318253
Academic,Grade 3 Science,JMTES,0.6058706937960815
Academic,Grade 3 Science,JMTES,0.8809150686221069
Academic,Grade 3 Science,JMTES,0.8261495872605503
Academic,Grade 3 Science,JMTES,0.4212759314279898
Academic,Grade 3 Science,JMTES,0.4707481103437774
Academic,Grade 3 Science,JMTES,0.5402441924650929
Academic,Grade 3 Science,JMTES,0.6732054789330534
Academic,Grade 3 Science,JMTES,0.6834826612529591
Academic,Grade 3 Science,JES,0.2021379490177148
Academic,Grade 3 Science,JES,0.21665802402844317
Academic,Grade 3 Science,JES,0.41931629601577436
Academic,Grade 3 Science,JES,0.1761611526093984
Academic,Grade 3 Science,JES,0.18364647274262852
Academic,Grade 3 Science,JES,0.2951405877433468
Academic,Grade 3 Science,JES,0.35134652898520363
Academic,Grade 3 Science,JES,0.5182942066464711
Academic,Grade 3 Science,JES,0.7746726957608446
Academic,Grade 3 Science,JES,0.44729799301311385
Academic,Grade 3 Science,JES,0.12084865646609878
Academic,Grade 3 Science,JES,0.5568057348329161
Academic,Grade 3 Science,JES,0.5559786877258376
Academic,Grade 3 Science,JES,0.4870697887121466
Academic,Grade 3 Science,JES,0.2911685598492932
Academic,Grade 3 Science,JES,0.4594074683386905
Academic,Grade 3 Science,JES,0.2951405877433468
Academic,Grade 3 Science,JES,0.5806402718448332
Academic,Grade 3 Science,JES,0.43486007538329124
Academic,Grade 3 Science,JES,0.5260091266412706
Academic,Grade 3 Science,JES,0.27115177051414996
Academic,Grade 3 Science,JES,0.12342988451488662
Academic,Grade 3 Science,JES,0.7254844764363558
Academic,Grade 3 Science,JES,0.48792994219729646
Academic,Grade 3 Science,JES,0.2711699436079995
Academic,Grade 3 Science,JES,0.47599467648059574
Academic,Grade 3 Science,JES,0.7239027450388423
Academic,Grade 3 Science,JES,0.3456997018751004
Academic,Grade 3 Science,JES,0.09440417061189055
Academic,Grade 3 Science,JES,0.32038944324608465
Academic,Grade 3 Science,JES,0.42119702977317497
Academic,Grade 3 Science,JES,0.12805830321698972
Academic,Grade 3 Science,JES,0.23813087360193283
Academic,Grade 3 Science,JES,0.6023583932340213
Academic,Grade 3 Science,JES,0.31451830870213426
Academic,Grade 3 Science,JES,0.3872632649329318
Academic,Grade 3 Science,JES,0.25971399739485707
Academic,Grade 3 Science,JES,0.5999165093741161
Academic,Grade 3 Science,JES,0.42213473774601423
Academic,Grade 3 Science,JES,0.48585496018367963
Academic,Grade 3 Science,JES,0.1276846196462921
Academic,Grade 3 Science,JES,0.2410125316463885
Academic,Grade 3 Science,JES,0.22619346558573988
Academic,Grade 3 Science,JES,0.2820980678459288
Academic,Grade 3 Science,JES,0.15764901033600826
Academic,Grade 3 Science,JES,0.5070184890348683
Academic,Grade 3 Science,JES,0.3900334143270065
Academic,Grade 3 Science,JES,0.21060144069035328
Academic,Grade 3 Science,JES,0.3928100997464922
Academic,Grade 3 Science,JES,0.6234431728892912
Academic,Grade 3 Science,JES,0.39540408203020494
Academic,Grade 3 Science,JES,0.3596068571434236
Academic,Grade 3 Science,JES,0.20341958025972248
Academic,Grade 3 Science,JES,0.2789631517846658
Academic,Grade 3 Science,JES,0.2624739421136065
Academic,Grade 3 Science,JES,0.1250630573828724
Academic,Grade 3 Science,JES,0.4281199237068856
Academic,Grade 3 Science,JES,0.28606237593113576
Academic,Grade 3 Science,JES,0.37967563508634256
Academic,Grade 3 Science,JES,0.33884543491263897
Academic,Grade 3 Science,JES,0.4021701357412657
Academic,Grade 3 Science,JES,0.36499352883122127
Academic,Grade 3 Science,JES,0.2377904531405641
Academic,Grade 3 Science,JES,0.13953403636564551
Academic,Grade 3 Science,JES,0.32038944324608465
Academic,Grade 3 Science,JES,0.4574576126469104
Academic,Grade 3 Science,JES,0.19279661937424683
Academic,Grade 3 Science,JES,0.2928666826744796
Academic,Grade 3 Science,JES,0.6830763978969049
Academic,Grade 3 Science,JES,0.6227993635059388
Academic,Grade 3 Science,JES,0.24025209277328888
Academic,Grade 3 Science,JES,0.12677256235511827
Academic,Grade 3 Science,JES,0.44858056489027937
Academic,Grade 3 Science,JES,0.598265894454883
Academic,Grade 3 Science,JES,0.32971915051589573
Academic,Grade 3 Science,JES,0.2732240568957234
Academic,Grade 3 Science,JES,0.2390142428884553
Academic,Grade 3 Science,JES,0.39299429655783097
Academic,Grade 3 Science,JES,0.48980710798221333
Academic,Grade 3 Science,JES,0.7830164479852895
Academic,Grade 3 Science,JES,0.7547763205078993
Academic,Grade 3 Science,JES,0.19990699929133637
Academic,Grade 3 Science,JES,0.5162432354339964
Academic,Grade 3 Science,JES,0.43366537007192435
Academic,Grade 3 Science,JES,0.17735636532820198
Academic,Grade 3 Science,JES,0.43114875793949253
Academic,Grade 3 Science,JES,0.4194646727273353
Academic,Grade 3 Science,JES,0.1849437123657981
Academic,Grade 3 Science,JES,0.22970694532390223
Academic,Grade 3 Science,JES,0.4850179679106173
Academic,Grade 3 Science,JES,0.16224106239295247
Academic,Grade 3 Science,JES,0.3711328313837551
Academic,Grade 3 Science,JES,0.1979373918800387
Academic,Grade 3 Science,JES,0.26088702889681753
Academic,Grade 3 Science,JES,0.18273487506780742
Academic,Grade 3 Science,JES,0.48585496018367963
Academic,Grade 3 Science,JES,0.24405516851725376
Academic,Grade 3 Science,JES,0.27103136344068557
Academic,Grade 3 Science,JES,0.07764612782064002
Academic,Grade 3 Science,JES,0.24634273253088795
Academic,Grade 3 Science,JES,0.23951323543379935
Academic,Grade 3 Science,JES,0.2581379303696536
Academic,Grade 3 Science,JES,0.2080308202034658
Academic,Grade 3 Science,JES,0.39540408203020494
Academic,Grade 3 Science,JES,0.3685042840294938
Academic,Grade 3 Science,JES,0.3027160548290477
Academic,Grade 3 Science,JES,0.4556645788703923
Academic,Grade 3 Science,JES,0.30503344530541043
Academic,Grade 3 Science,JES,0.4732629446752425
Academic,Grade 3 Science,JES,0.31451830870213426
Academic,Grade 3 Science,JES,0.340687970818202
Academic,Grade 3 Science,JES,0.27988474782224937
Academic,Grade 3 Science,JES,0.23765052023759056
Academic,Grade 3 Science,JES,0.11509361429258907
Academic,Grade 3 Science,JES,0.2462125540072877
Academic,Grade 3 Science,JES,0.19460275469502317
Academic,Grade 4 ELA,JMTES,0.3966000540344688
Academic,Grade 4 ELA,JMTES,0.8062000261032458
Academic,Grade 4 ELA,JMTES,0.7393413765120026
Academic,Grade 4 ELA,JMTES,0.47803369196816026
Academic,Grade 4 ELA,JMTES,0.587884832008194
Academic,Grade 4 ELA,JMTES,0.4687620945370298
Academic,Grade 4 ELA,JMTES,0.5735445622351858
Academic,Grade 4 ELA,JMTES,0.6341089625395014
Academic,Grade 4 ELA,JMTES,0.5420306032435868
Academic,Grade 4 ELA,JMTES,0.3652203657214339
Academic,Grade 4 ELA,JMTES,0.22286242692372388
Academic,Grade 4 ELA,JMTES,0.4205075948102224
Academic,Grade 4 ELA,JMTES,0.21534940299387131
Academic,Grade 4 ELA,JMTES,0.5536713658191047
Academic,Grade 4 ELA,JMTES,0.278858045195778
Academic,Grade 4 ELA,JMTES,0.40845631886647243
Academic,Grade 4 ELA,JMTES,0.5118530017594888
Academic,Grade 4 ELA,JMTES,0.41299076030373294
Academic,Grade 4 ELA,JMTES,0.5394169858337732
Academic,Grade 4 ELA,JMTES,0.2981308306447783
Academic,Grade 4 ELA,JMTES,0.18013630779737067
Academic,Grade 4 ELA,JMTES,0.42145555300480164
Academic,Grade 4 ELA,JMTES,0.4172676089867465
Academic,Grade 4 ELA,JMTES,0.5820372279414101
Academic,Grade 4 ELA,JMTES,0.2430301337455155
Academic,Grade 4 ELA,JMTES,0.6897280364057115
Academic,Grade 4 ELA,JMTES,0.6538301081919441
Academic,Grade 4 ELA,JMTES,0.10964147008820414
Academic,Grade 4 ELA,JMTES,0.45949147748617813
Academic,Grade 4 ELA,JMTES,0.721450335492403
Academic,Grade 4 ELA,JMTES,0.31369194816374624
Academic,Grade 4 ELA,JMTES,0.4172676089867465
Academic,Grade 4 ELA,JMTES,0.45413656563689025
Academic,Grade 4 ELA,JMTES,0.6450466345654324
Academic,Grade 4 ELA,JMTES,0.2430301337455155
Academic,Grade 4 ELA,JMTES,0.629805467389583
Academic,Grade 4 ELA,JMTES,0.5185647647033974
Academic,Grade 4 ELA,JMTES,0.29889952905614525
Academic,Grade 4 ELA,JMTES,0.35232301061853727
Academic,Grade 4 ELA,JMTES,0.4000720670876388
Academic,Grade 4 ELA,JMTES,0.28930683315934763
Academic,Grade 4 ELA,JMTES,0.37828259037926076
Academic,Grade 4 ELA,JMTES,0.47344418649616377
Academic,Grade 4 ELA,JMTES,0.4316555242722321
Academic,Grade 4 ELA,JMTES,0.49421704210317136
Academic,Grade 4 ELA,JMTES,0.3591083464292143
Academic,Grade 4 ELA,JMTES,0.43239265406407296
Academic,Grade 4 ELA,JMTES,0.4086039052501928
Academic,Grade 4 ELA,JMTES,0.40696200287468287
Academic,Grade 4 ELA,JMTES,0.49008571128781514
Academic,Grade 4 ELA,JMTES,0.20691626487800754
Academic,Grade 4 ELA,JMTES,0.6344782577754968
Academic,Grade 4 ELA,JMTES,0.699281425360851
Academic,Grade 4 ELA,JMTES,0.630897979376336
Academic,Grade 4 ELA,JMTES,0.6448568747013534
Academic,Grade 4 ELA,JMTES,0.41577733152355667
Academic,Grade 4 ELA,JMTES,0.6122636342652831
Academic,Grade 4 ELA,JMTES,0.5478245733093491
Academic,Grade 4 ELA,JMTES,0.34602534000386825
Academic,Grade 4 ELA,JMTES,0.6295355497966132
Academic,Grade 4 ELA,JMTES,0.3788238495042318
Academic,Grade 4 ELA,JMTES,0.4475026534071544
Academic,Grade 4 ELA,JMTES,0.2637408554357197
Academic,Grade 4 ELA,JMTES,0.2291135662590702
Academic,Grade 4 ELA,JMTES,0.587198109814644
Academic,Grade 4 ELA,JMTES,0.27674657982164996
Academic,Grade 4 ELA,JMTES,0.6334116997232122
Academic,Grade 4 ELA,JMTES,0.3835123295379276
Academic,Grade 4 ELA,JMTES,0.49008571128781514
Academic,Grade 4 ELA,JMTES,0.6154782354616992
Academic,Grade 4 ELA,JMTES,0.6222434418412963
Academic,Grade 4 ELA,JMTES,0.3625827012296512
Academic,Grade 4 ELA,JMTES,0.7072444898822609
Academic,Grade 4 ELA,JMTES,0.5904815254213034
Academic,Grade 4 ELA,JES,0.4303570035767317
Academic,Grade 4 ELA,JES,0.4552146574960881
Academic,Grade 4 ELA,JES,0.17472543528248774
Academic,Grade 4 ELA,JES,0.4013224358870352
Academic,Grade 4 ELA,JES,0.3622648385836429
Academic,Grade 4 ELA,JES,0.19431551825504118
Academic,Grade 4 ELA,JES,0.13794978985835551
Academic,Grade 4 ELA,JES,0.23449435987654368
Academic,Grade 4 ELA,JES,0.31992727676180555
Academic,Grade 4 ELA,JES,0.5515673076454373
Academic,Grade 4 ELA,JES,0.4910585661866682
Academic,Grade 4 ELA,JES,0.32123525734733616
Academic,Grade 4 ELA,JES,0.17041081337629838
Academic,Grade 4 ELA,JES,0.364637878055666
Academic,Grade 4 ELA,JES,0.19909013222426242
Academic,Grade 4 ELA,JES,0.10275285195663797
Academic,Grade 4 ELA,JES,0.3847141056676033
Academic,Grade 4 ELA,JES,0.13855501348714488
Academic,Grade 4 ELA,JES,0.3921119962759871
Academic,Grade 4 ELA,JES,0.625736318649824
Academic,Grade 4 ELA,JES,0.5256181518679528
Academic,Grade 4 ELA,JES,0.646462196045492
Academic,Grade 4 ELA,JES,0.2934107267751285
Academic,Grade 4 ELA,JES,0.17242700163172497
Academic,Grade 4 ELA,JES,0.5731688357080298
Academic,Grade 4 ELA,JES,0.36323983793528075
Academic,Grade 4 ELA,JES,0.34324538735991056
Academic,Grade 4 ELA,JES,0.6211624997094947
Academic,Grade 4 ELA,JES,0.374208581953084
Academic,Grade 4 ELA,JES,0.4434482684882918
Academic,Grade 4 ELA,JES,0.3194353728534893
Academic,Grade 4 ELA,JES,0.3929873361568567
Academic,Grade 4 ELA,JES,0.20322215759420062
Academic,Grade 4 ELA,JES,0.2592289531013736
Academic,Grade 4 ELA,JES,0.38440822149906834
Academic,Grade 4 ELA,JES,0.5367505243348556
Academic,Grade 4 ELA,JES,0.3959483413581233
Academic,Grade 4 ELA,JES,0.4968988517458892
Academic,Grade 4 ELA,JES,0.36730144664387493
Academic,Grade 4 ELA,JES,0.42112017680088143
Academic,Grade 4 ELA,JES,0.3270509782755892
Academic,Grade 4 ELA,JES,0.4181604758948299
Academic,Grade 4 ELA,JES,0.2908975471453776
Academic,Grade 4 ELA,JES,0.2592289531013736
Academic,Grade 4 ELA,JES,0.2868519545074631
Academic,Grade 4 ELA,JES,0.4520276776776469
Academic,Grade 4 ELA,JES,0.15535985616522302
Academic,Grade 4 ELA,JES,0.24153470931011206
Academic,Grade 4 ELA,JES,0.21626814207363876
Academic,Grade 4 ELA,JES,0.5248781377809014
Academic,Grade 4 ELA,JES,0.0676204446160597
Academic,Grade 4 ELA,JES,0.5391871196948826
Academic,Grade 4 ELA,JES,0.15102661336811787
Academic,Grade 4 ELA,JES,0.6108069090305084
Academic,Grade 4 ELA,JES,0.5540124824769436
Academic,Grade 4 ELA,JES,0.48138944150517593
Academic,Grade 4 ELA,JES,0.1575412856422238
Academic,Grade 4 ELA,JES,0.39589009491292537
Academic,Grade 4 ELA,JES,0.4146613495904268
Academic,Grade 4 ELA,JES,0.4181604758948299
Academic,Grade 4 ELA,JES,0.42056073587782067
Academic,Grade 4 ELA,JES,0.25229938086525966
Academic,Grade 4 ELA,JES,0.31482577801807526
Academic,Grade 4 ELA,JES,0.3280633243468938
Academic,Grade 4 ELA,JES,0.08134086452422289
Academic,Grade 4 ELA,JES,0.4437672656953523
Academic,Grade 4 ELA,JES,0.22538157777001436
Academic,Grade 4 ELA,JES,0.1611918815867693
Academic,Grade 4 ELA,JES,0.404245760296215
Academic,Grade 4 ELA,JES,0.5020026225207188
Academic,Grade 4 ELA,JES,0.30096933125271785
Academic,Grade 4 ELA,JES,0.2589233541761871
Academic,Grade 4 ELA,JES,0.33095899209988267
Academic,Grade 4 ELA,JES,0.3422100518810618
Academic,Grade 4 ELA,JES,0.19492908296880854
Academic,Grade 4 ELA,JES,0.2245801867662374
Academic,Grade 4 ELA,JES,0.4013224358870352
Academic,Grade 4 ELA,JES,0.49421704210317136
Academic,Grade 4 ELA,JES,0.27296161420058396
Academic,Grade 4 ELA,JES,0.7180398676897852
Academic,Grade 4 ELA,JES,0.14661683090155936
Academic,Grade 4 ELA,JES,0.29651710264633807
Academic,Grade 4 ELA,JES,0.4309604569019756
Academic,Grade 4 ELA,JES,0.14929596098281064
Academic,Grade 4 ELA,JES,0.556085498008234
Academic,Grade 4 ELA,JES,0.21857567118163707
Academic,Grade 4 ELA,JES,0.26302865440199785
Academic,Grade 4 ELA,JES,0.19909013222426242
Academic,Grade 4 ELA,JES,0.25259982655478075
Academic,Grade 4 ELA,JES,0.5820372279414101
Academic,Grade 4 ELA,JES,0.3041939443386009
Academic,Grade 4 ELA,JES,0.17242700163172497
Academic,Grade 4 ELA,JES,0.26302865440199785
Academic,Grade 4 ELA,JES,0.2661074633535748
Academic,Grade 4 ELA,JES,0.30130437912407043
Academic,Grade 4 ELA,JES,0.11493346155190787
Academic,Grade 4 ELA,JES,0.29417235579878614
Academic,Grade 4 ELA,JES,0.4730473189408611
Academic,Grade 4 ELA,JES,0.3643697485759968
Academic,Grade 4 ELA,JES,0.1395704951418534
Academic,Grade 4 ELA,JES,0.7286396444977246
Academic,Grade 4 ELA,JES,0.33547531712776263
Academic,Grade 4 ELA,JES,0.17945852436430626
Academic,Grade 4 ELA,JES,0.4413488836949189
Academic,Grade 4 ELA,JES,0.6204954328167787
Academic,Grade 4 ELA,JES,0.2797832366380604
Academic,Grade 4 ELA,JES,0.32308746768118635
Academic,Grade 4 ELA,JES,0.20891765960612693
Academic,Grade 4 ELA,JES,0.6669461888735837
Academic,Grade 4 ELA,JES,0.3554161982672545
Academic,Grade 4 ELA,JES,0.5127701677888424
Academic,Grade 4 ELA,JES,0.4708819659896596
Academic,Grade 4 ELA,JES,0.17781117420760995
Academic,Grade 4 ELA,JES,0.2592289531013736
Academic,Grade 4 Math,JMTES,0.44497627348336893
Academic,Grade 4 Math,JMTES,0.5819880481631232
Academic,Grade 4 Math,JMTES,0.599205704012465
Academic,Grade 4 Math,JMTES,0.5097157241969353
Academic,Grade 4 Math,JMTES,0.4352247001400002
Academic,Grade 4 Math,JMTES,0.3792386383455218
Academic,Grade 4 Math,JMTES,0.47468639152601877
Academic,Grade 4 Math,JMTES,0.49029818745725173
Academic,Grade 4 Math,JMTES,0.4715525884511327
Academic,Grade 4 Math,JMTES,0.35397184368205653
Academic,Grade 4 Math,JMTES,0.2148408361249422
Academic,Grade 4 Math,JMTES,0.49904869077192743
Academic,Grade 4 Math,JMTES,0.33761857917489063
Academic,Grade 4 Math,JMTES,0.5491126152033835
Academic,Grade 4 Math,JMTES,0.31083759078760725
Academic,Grade 4 Math,JMTES,0.30606557781579824
Academic,Grade 4 Math,JMTES,0.39062396780983166
Academic,Grade 4 Math,JMTES,0.4813405170334859
Academic,Grade 4 Math,JMTES,0.2971441708809887
Academic,Grade 4 Math,JMTES,0.3585180587013428
Academic,Grade 4 Math,JMTES,0.27321665215533775
Academic,Grade 4 Math,JMTES,0.48578672436512016
Academic,Grade 4 Math,JMTES,0.3585180587013428
Academic,Grade 4 Math,JMTES,0.430605062301342
Academic,Grade 4 Math,JMTES,0.18060753136677277
Academic,Grade 4 Math,JMTES,0.603473874426161
Academic,Grade 4 Math,JMTES,0.6385407119405576
Academic,Grade 4 Math,JMTES,0.3197625181454351
Academic,Grade 4 Math,JMTES,0.5606218952752436
Academic,Grade 4 Math,JMTES,0.5780816019594134
Academic,Grade 4 Math,JMTES,0.4046304646192435
Academic,Grade 4 Math,JMTES,0.3792386383455218
Academic,Grade 4 Math,JMTES,0.38011249772238975
Academic,Grade 4 Math,JMTES,0.4759076650672482
Academic,Grade 4 Math,JMTES,0.2768167236743777
Academic,Grade 4 Math,JMTES,0.7064485619484401
Academic,Grade 4 Math,JMTES,0.5339479147012086
Academic,Grade 4 Math,JMTES,0.38759690805751046
Academic,Grade 4 Math,JMTES,0.42189688505874656
Academic,Grade 4 Math,JMTES,0.34512533820888813
Academic,Grade 4 Math,JMTES,0.4774010903505178
Academic,Grade 4 Math,JMTES,0.3646981778242091
Academic,Grade 4 Math,JMTES,0.4937143693927624
Academic,Grade 4 Math,JMTES,0.5194816722500941
Academic,Grade 4 Math,JMTES,0.5737331724931148
Academic,Grade 4 Math,JMTES,0.4337301190993284
Academic,Grade 4 Math,JMTES,0.4376524558702667
Academic,Grade 4 Math,JMTES,0.4379443026131816
Academic,Grade 4 Math,JMTES,0.4552505091224863
Academic,Grade 4 Math,JMTES,0.4212019961888732
Academic,Grade 4 Math,JMTES,0.26024205453877347
Academic,Grade 4 Math,JMTES,0.46711831293004896
Academic,Grade 4 Math,JMTES,0.7038544301573031
Academic,Grade 4 Math,JMTES,0.5279363271742221
Academic,Grade 4 Math,JMTES,0.5691623522607245
Academic,Grade 4 Math,JMTES,0.4631286478226269
Academic,Grade 4 Math,JMTES,0.4345413243569658
Academic,Grade 4 Math,JMTES,0.5369121070675799
Academic,Grade 4 Math,JMTES,0.3391436735562428
Academic,Grade 4 Math,JMTES,0.49866997010745706
Academic,Grade 4 Math,JMTES,0.32060789075178137
Academic,Grade 4 Math,JMTES,0.44497627348336893
Academic,Grade 4 Math,JMTES,0.4437465713984055
Academic,Grade 4 Math,JMTES,0.19271945246615968
Academic,Grade 4 Math,JMTES,0.44331035456889345
Academic,Grade 4 Math,JMTES,0.30719700505915193
Academic,Grade 4 Math,JMTES,0.48789472599279843
Academic,Grade 4 Math,JMTES,0.31767852133264307
Academic,Grade 4 Math,JMTES,0.44744090687022536
Academic,Grade 4 Math,JMTES,0.5191658025585614
Academic,Grade 4 Math,JMTES,0.6123821552547972
Academic,Grade 4 Math,JMTES,0.37713631849919166
Academic,Grade 4 Math,JMTES,0.6537080123070657
Academic,Grade 4 Math,JMTES,0.43497565461411947
Academic,Grade 4 Math,JES,0.590624653810443
Academic,Grade 4 Math,JES,0.3930789998695722
Academic,Grade 4 Math,JES,0.2369742738294188
Academic,Grade 4 Math,JES,0.4835727387847611
Academic,Grade 4 Math,JES,0.2596938143490356
Academic,Grade 4 Math,JES,0.23769236649775607
Academic,Grade 4 Math,JES,0.18864721566703116
Academic,Grade 4 Math,JES,0.18368425640590996
Academic,Grade 4 Math,JES,0.2720794104047552
Academic,Grade 4 Math,JES,0.5159638438860916
Academic,Grade 4 Math,JES,0.420230250755357
Academic,Grade 4 Math,JES,0.45255269290686423
Academic,Grade 4 Math,JES,0.16430841673035826
Academic,Grade 4 Math,JES,0.3484477100212107
Academic,Grade 4 Math,JES,0.26334124192871217
Academic,Grade 4 Math,JES,0.2332599983935773
Academic,Grade 4 Math,JES,0.4658160480386757
Academic,Grade 4 Math,JES,0.4046304646192435
Academic,Grade 4 Math,JES,0.32255828272056475
Academic,Grade 4 Math,JES,0.5821705550481886
Academic,Grade 4 Math,JES,0.4362001109035981
Academic,Grade 4 Math,JES,0.6374149355569572
Academic,Grade 4 Math,JES,0.24623815007819705
Academic,Grade 4 Math,JES,0.3314347720645175
Academic,Grade 4 Math,JES,0.6137425081718549
Academic,Grade 4 Math,JES,0.4373992142517373
Academic,Grade 4 Math,JES,0.3613938697308588
Academic,Grade 4 Math,JES,0.5766822813819418
Academic,Grade 4 Math,JES,0.4542875058949798
Academic,Grade 4 Math,JES,0.45200160244251875
Academic,Grade 4 Math,JES,0.33703004843000617
Academic,Grade 4 Math,JES,0.45255269290686423
Academic,Grade 4 Math,JES,0.22695202966294226
Academic,Grade 4 Math,JES,0.3720554512310037
Academic,Grade 4 Math,JES,0.4564152862291206
Academic,Grade 4 Math,JES,0.4366968364531743
Academic,Grade 4 Math,JES,0.2064817497563677
Academic,Grade 4 Math,JES,0.3343374773762609
Academic,Grade 4 Math,JES,0.4983536307210054
Academic,Grade 4 Math,JES,0.4821407646900879
Academic,Grade 4 Math,JES,0.47397584178831426
Academic,Grade 4 Math,JES,0.3490665049222923
Academic,Grade 4 Math,JES,0.5677180443717131
Academic,Grade 4 Math,JES,0.25009167499634044
Academic,Grade 4 Math,JES,0.25102690579774034
Academic,Grade 4 Math,JES,0.2716399918004789
Academic,Grade 4 Math,JES,0.4294733806816312
Academic,Grade 4 Math,JES,0.20265162195728287
Academic,Grade 4 Math,JES,0.28365132792757014
Academic,Grade 4 Math,JES,0.2703069684143468
Academic,Grade 4 Math,JES,0.4168676931811116
Academic,Grade 4 Math,JES,0.1277683951128518
Academic,Grade 4 Math,JES,0.40034873660662657
Academic,Grade 4 Math,JES,0.17096033140450126
Academic,Grade 4 Math,JES,0.5776504648245404
Academic,Grade 4 Math,JES,0.49866997010745706
Academic,Grade 4 Math,JES,0.4784167707987954
Academic,Grade 4 Math,JES,0.20711540254219066
Academic,Grade 4 Math,JES,0.37112905820487474
Academic,Grade 4 Math,JES,0.5369121070675799
Academic,Grade 4 Math,JES,0.45040120361726627
Academic,Grade 4 Math,JES,0.34833856014050324
Academic,Grade 4 Math,JES,0.367475108274851
Academic,Grade 4 Math,JES,0.29225168549473396
Academic,Grade 4 Math,JES,0.10570501296847552
Academic,Grade 4 Math,JES,0.41323700544798947
Academic,Grade 4 Math,JES,0.20723927691341665
Academic,Grade 4 Math,JES,0.17482465051518392
Academic,Grade 4 Math,JES,0.3537243876532232
Academic,Grade 4 Math,JES,0.5209129923580392
Academic,Grade 4 Math,JES,0.3646742116898534
Academic,Grade 4 Math,JES,0.2227872544937101
Academic,Grade 4 Math,JES,0.1834261053634922
Academic,Grade 4 Math,JES,0.4542875058949798
Academic,Grade 4 Math,JES,0.26155564077005944
Academic,Grade 4 Math,JES,0.23377005574790063
Academic,Grade 4 Math,JES,0.3503132680793355
Academic,Grade 4 Math,JES,0.5650026673169734
Academic,Grade 4 Math,JES,0.3257793059281753
Academic,Grade 4 Math,JES,0.684586836805219
Academic,Grade 4 Math,JES,0.21219019875652936
Academic,Grade 4 Math,JES,0.3650837959930682
Academic,Grade 4 Math,JES,0.3144458798599542
Academic,Grade 4 Math,JES,0.16086304002807936
Academic,Grade 4 Math,JES,0.4470039767767178
Academic,Grade 4 Math,JES,0.20052915745914476
Academic,Grade 4 Math,JES,0.299671045525462
Academic,Grade 4 Math,JES,0.1784050026209705
Academic,Grade 4 Math,JES,0.20711540254219066
Academic,Grade 4 Math,JES,0.5589590461931861
Academic,Grade 4 Math,JES,0.19326225491800084
Academic,Grade 4 Math,JES,0.5115161878705184
Academic,Grade 4 Math,JES,0.3383125964635692
Academic,Grade 4 Math,JES,0.3496649684888916
Academic,Grade 4 Math,JES,0.34745746301406144
Academic,Grade 4 Math,JES,0.10403373384693713
Academic,Grade 4 Math,JES,0.3456272215698617
Academic,Grade 4 Math,JES,0.5829325883484119
Academic,Grade 4 Math,JES,0.2882200047473969
Academic,Grade 4 Math,JES,0.2807518100693854
Academic,Grade 4 Math,JES,0.7508048620941353
Academic,Grade 4 Math,JES,0.3807841953385381
Academic,Grade 4 Math,JES,0.21640016569047416
Academic,Grade 4 Math,JES,0.38082849502066
Academic,Grade 4 Math,JES,0.5009291567349676
