school,treatment,student_id,female,black,ses,grade,entry_date,enrolled_days,unexcused,excused,total_absences,unexcused_absence_rate,excused_absence_rate,total_absence_rate
JMTES,1,600409040,0,1,2,01,2026-03-30,28,2.0,0.0,2.0,7.142857142857142,0.0,7.142857142857142
JMTES,1,600409960,0,0,2,02,2025-08-18,159,19.0,17.0,36.0,11.949685534591195,10.69182389937107,22.641509433962266
JMTES,1,600407459,1,1,2,03,2025-08-18,159,12.0,0.0,12.0,7.547169811320755,0.0,7.547169811320755
JMTES,1,600409183,0,1,2,01,2025-08-18,159,17.0,0.0,17.0,10.69182389937107,0.0,10.69182389937107
JMTES,1,600410539,1,1,2,02,2025-08-18,159,17.0,4.0,21.0,10.69182389937107,2.515723270440252,13.20754716981132
JMTES,1,600412744,1,1,2,02,2025-08-18,159,15.0,4.0,19.0,9.433962264150944,2.515723270440252,11.949685534591195
JMTES,1,600412743,0,1,2,01,2025-08-18,159,15.0,4.0,19.0,9.433962264150944,2.515723270440252,11.949685534591195
JMTES,1,600410656,1,1,2,01,2025-08-18,159,9.0,1.0,10.0,5.660377358490567,0.628930817610063,6.289308176100629
JMTES,1,600410745,1,0,0,05,2025-08-18,159,21.0,8.0,29.0,13.20754716981132,5.031446540880504,18.238993710691823
JMTES,1,600411409,1,1,2,01,2025-08-18,159,1.0,0.0,1.0,0.628930817610063,0.0,0.628930817610063
JMTES,1,600406701,0,1,2,04,2025-08-18,159,4.0,3.0,7.0,2.515723270440252,1.8867924528301887,4.40251572327044
JMTES,1,600412967,1,0,0,01,2025-11-07,102,10.0,18.0,28.0,9.803921568627452,17.647058823529413,27.450980392156865
JMTES,1,600412968,1,0,2,03,2025-11-07,102,11.0,17.0,28.0,10.784313725490197,16.666666666666664,27.450980392156865
JMTES,1,600408823,0,1,2,03,2025-08-18,159,4.0,4.0,8.0,2.515723270440252,2.515723270440252,5.031446540880504
JMTES,1,600409436,0,0,2,03,2025-08-18,159,22.0,2.0,24.0,13.836477987421384,1.257861635220126,15.09433962264151
JMTES,1,600411868,1,1,0,03,2025-08-18,159,2.0,4.0,6.0,1.257861635220126,2.515723270440252,3.7735849056603774
JMTES,1,600407954,0,1,2,04,2025-08-18,159,0.0,22.0,22.0,0.0,13.836477987421384,13.836477987421384
JMTES,1,600410979,1,1,2,03,2025-08-18,159,2.0,4.0,6.0,1.257861635220126,2.515723270440252,3.7735849056603774
JMTES,1,600408887,0,0,2,03,2025-08-18,159,3.0,2.0,5.0,1.8867924528301887,1.257861635220126,3.1446540880503147
JMTES,1,600406332,1,1,0,04,2025-08-18,159,2.0,0.0,2.0,1.257861635220126,0.0,1.257861635220126
JMTES,1,600407347,0,1,2,03,2025-08-18,159,4.0,0.0,4.0,2.515723270440252,0.0,2.515723270440252
JMTES,1,600406503,0,0,2,05,2025-08-18,159,0.0,2.0,2.0,0.0,1.257861635220126,1.257861635220126
JMTES,1,600412941,1,1,0,05,2025-10-30,107,3.0,2.0,5.0,2.803738317757009,1.8691588785046727,4.672897196261682
JMTES,1,600407367,1,1,2,03,2025-08-18,159,8.0,0.0,8.0,5.031446540880504,0.0,5.031446540880504
JMTES,1,600411500,1,0,2,KF,2025-08-18,159,4.0,2.0,6.0,2.515723270440252,1.257861635220126,3.7735849056603774
JMTES,1,600411281,1,1,2,03,2025-08-18,159,8.0,1.0,9.0,5.031446540880504,0.628930817610063,5.660377358490567
JMTES,1,600409330,1,0,2,01,2025-08-18,159,15.0,0.0,15.0,9.433962264150944,0.0,9.433962264150944
JMTES,1,600407093,1,0,2,04,2025-08-18,159,9.0,2.0,11.0,5.660377358490567,1.257861635220126,6.918238993710692
JMTES,1,600410101,0,0,0,02,2025-08-18,159,11.0,2.0,13.0,6.918238993710692,1.257861635220126,8.176100628930817
JMTES,1,600410077,0,1,2,02,2025-08-18,159,4.0,2.0,6.0,2.515723270440252,1.257861635220126,3.7735849056603774
JMTES,1,600412559,0,1,1,05,2025-08-18,159,10.0,2.0,12.0,6.289308176100629,1.257861635220126,7.547169811320755
JMTES,1,600409207,0,0,2,03,2025-08-18,159,10.0,1.0,11.0,6.289308176100629,0.628930817610063,6.918238993710692
JMTES,1,600408531,0,1,2,01,2025-08-18,159,1.0,1.0,2.0,0.628930817610063,0.628930817610063,1.257861635220126
JMTES,1,600411151,0,1,2,01,2025-12-12,82,2.0,0.0,2.0,2.4390243902439024,0.0,2.4390243902439024
JMTES,1,600411044,0,1,2,KF,2025-08-18,159,4.0,7.0,11.0,2.515723270440252,4.40251572327044,6.918238993710692
JMTES,1,600410689,0,1,2,01,2025-08-18,159,3.0,1.0,4.0,1.8867924528301887,0.628930817610063,2.515723270440252
JMTES,1,600410639,0,1,2,05,2025-08-18,159,6.0,2.0,8.0,3.7735849056603774,1.257861635220126,5.031446540880504
JMTES,1,600413049,0,1,2,02,2026-01-06,75,2.0,0.0,2.0,2.666666666666667,0.0,2.666666666666667
JMTES,1,600411530,1,1,2,02,2025-08-18,159,8.0,1.0,9.0,5.031446540880504,0.628930817610063,5.660377358490567
JMTES,1,600410535,0,0,2,01,2025-08-18,159,11.0,2.0,13.0,6.918238993710692,1.257861635220126,8.176100628930817
JMTES,1,600405163,1,1,2,05,2025-08-18,159,7.0,6.0,13.0,4.40251572327044,3.7735849056603774,8.176100628930817
JMTES,1,600413222,0,1,0,01,2026-04-20,13,1.0,4.0,5.0,7.6923076923076925,30.76923076923077,38.46153846153847
JMTES,1,600410230,0,0,2,02,2025-08-18,159,10.0,1.0,11.0,6.289308176100629,0.628930817610063,6.918238993710692
JMTES,1,600410184,0,1,2,04,2025-08-18,159,6.0,6.0,12.0,3.7735849056603774,3.7735849056603774,7.547169811320755
JMTES,1,600412710,0,1,2,05,2025-08-18,159,10.0,4.0,14.0,6.289308176100629,2.515723270440252,8.80503144654088
JMTES,1,600412981,0,0,2,04,2025-11-12,99,16.0,0.0,16.0,16.161616161616163,0.0,16.161616161616163
JMTES,1,600411404,0,0,0,01,2025-08-18,159,2.0,2.0,4.0,1.257861635220126,1.257861635220126,2.515723270440252
JMTES,1,600410045,0,1,2,KF,2025-08-18,159,16.0,2.0,18.0,10.062893081761008,1.257861635220126,11.320754716981133
JMTES,1,600403679,1,1,2,05,2026-01-06,75,1.0,0.0,1.0,1.3333333333333335,0.0,1.3333333333333335
JMTES,1,600406720,0,0,0,05,2025-08-18,159,3.0,0.0,3.0,1.8867924528301887,0.0,1.8867924528301887
JMTES,1,600411234,0,1,0,01,2025-08-18,159,7.0,8.0,15.0,4.40251572327044,5.031446540880504,9.433962264150944
JMTES,1,600409487,0,1,2,02,2025-08-18,159,2.0,2.0,4.0,1.257861635220126,1.257861635220126,2.515723270440252
JMTES,1,600413179,0,0,0,02,2026-03-31,27,1.0,1.0,2.0,3.7037037037037033,3.7037037037037033,7.4074074074074066
JMTES,1,600412926,0,0,2,05,2025-10-20,115,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,1,600410080,0,1,2,02,2025-08-18,159,7.0,0.0,7.0,4.40251572327044,0.0,4.40251572327044
JMTES,1,600407470,1,1,2,04,2025-08-18,159,14.0,2.0,16.0,8.80503144654088,1.257861635220126,10.062893081761008
JMTES,1,600405159,0,1,2,05,2025-08-18,159,6.0,4.0,10.0,3.7735849056603774,2.515723270440252,6.289308176100629
JMTES,1,600409043,1,1,2,01,2025-08-18,159,7.0,7.0,14.0,4.40251572327044,4.40251572327044,8.80503144654088
JMTES,1,600413083,0,0,0,KF,2026-01-12,71,3.0,0.0,3.0,4.225352112676056,0.0,4.225352112676056
JMTES,1,600406404,0,1,2,05,2025-08-18,159,4.0,0.0,4.0,2.515723270440252,0.0,2.515723270440252
JMTES,1,600408135,1,1,2,02,2025-09-05,146,10.0,0.0,10.0,6.8493150684931505,0.0,6.8493150684931505
JMTES,1,600407487,0,1,2,04,2025-08-18,159,14.0,0.0,14.0,8.80503144654088,0.0,8.80503144654088
JMTES,1,600412112,0,0,1,KF,2025-08-18,159,9.0,0.0,9.0,5.660377358490567,0.0,5.660377358490567
JMTES,1,600407666,1,1,2,02,2025-08-18,159,5.0,3.0,8.0,3.1446540880503147,1.8867924528301887,5.031446540880504
JMTES,1,600408799,0,1,2,03,2025-08-18,159,8.0,1.0,9.0,5.031446540880504,0.628930817610063,5.660377358490567
JMTES,1,600407466,0,1,2,04,2025-08-18,159,11.0,1.0,12.0,6.918238993710692,0.628930817610063,7.547169811320755
JMTES,1,600407361,1,1,2,02,2025-08-18,159,8.0,6.0,14.0,5.031446540880504,3.7735849056603774,8.80503144654088
JMTES,1,600405076,0,0,2,05,2025-08-18,159,2.0,3.0,5.0,1.257861635220126,1.8867924528301887,3.1446540880503147
JMTES,1,600410705,0,1,2,01,2025-08-18,159,4.0,16.0,20.0,2.515723270440252,10.062893081761008,12.578616352201259
JMTES,1,600410621,1,1,2,03,2025-08-18,159,16.0,3.0,19.0,10.062893081761008,1.8867924528301887,11.949685534591195
JMTES,1,600410618,1,1,2,04,2025-08-18,159,13.0,4.0,17.0,8.176100628930817,2.515723270440252,10.69182389937107
JMTES,1,600412695,0,1,0,KF,2025-08-18,159,4.0,4.0,8.0,2.515723270440252,2.515723270440252,5.031446540880504
JMTES,1,600411878,0,1,2,KF,2025-08-18,159,2.0,2.0,4.0,1.257861635220126,1.257861635220126,2.515723270440252
JMTES,1,600409641,0,1,2,04,2025-08-18,159,8.0,1.0,9.0,5.031446540880504,0.628930817610063,5.660377358490567
JMTES,1,600412374,0,1,0,KF,2025-08-18,159,2.0,1.0,3.0,1.257861635220126,0.628930817610063,1.8867924528301887
JMTES,1,600411734,0,0,2,01,2025-08-18,159,1.0,6.0,7.0,0.628930817610063,3.7735849056603774,4.40251572327044
JMTES,1,600408005,0,0,2,03,2025-08-18,159,17.0,0.0,17.0,10.69182389937107,0.0,10.69182389937107
JMTES,1,600408011,0,0,2,03,2025-08-18,159,15.0,0.0,15.0,9.433962264150944,0.0,9.433962264150944
JMTES,1,600407760,0,0,2,03,2025-08-18,159,4.0,6.0,10.0,2.515723270440252,3.7735849056603774,6.289308176100629
JMTES,1,600408148,1,1,0,04,2025-08-18,159,11.0,2.0,13.0,6.918238993710692,1.257861635220126,8.176100628930817
JMTES,1,600409900,0,1,0,KF,2025-08-18,159,3.0,0.0,3.0,1.8867924528301887,0.0,1.8867924528301887
JMTES,1,600411481,1,0,2,01,2025-08-18,159,7.0,5.0,12.0,4.40251572327044,3.1446540880503147,7.547169811320755
JMTES,1,600411870,1,0,0,03,2025-08-18,159,5.0,0.0,5.0,3.1446540880503147,0.0,3.1446540880503147
JMTES,1,600410708,1,0,2,02,2025-08-18,159,7.0,11.0,18.0,4.40251572327044,6.918238993710692,11.320754716981133
JMTES,1,600412562,0,0,1,KF,2025-08-18,159,3.0,0.0,3.0,1.8867924528301887,0.0,1.8867924528301887
JMTES,1,600412563,1,0,1,02,2025-08-18,159,4.0,0.0,4.0,2.515723270440252,0.0,2.515723270440252
JMTES,1,600410168,1,0,2,KF,2025-10-01,128,8.0,0.0,8.0,6.25,0.0,6.25
JMTES,1,600408578,0,0,2,03,2025-08-18,159,7.0,2.0,9.0,4.40251572327044,1.257861635220126,5.660377358490567
JMTES,1,600409359,0,0,2,02,2026-01-20,66,8.0,0.0,8.0,12.121212121212121,0.0,12.121212121212121
JMTES,1,600408746,1,1,2,01,2025-08-18,159,4.0,7.0,11.0,2.515723270440252,4.40251572327044,6.918238993710692
JMTES,1,600410640,0,1,2,04,2025-08-18,159,5.0,2.0,7.0,3.1446540880503147,1.257861635220126,4.40251572327044
JMTES,1,600407489,0,0,2,04,2025-08-18,159,4.0,4.0,8.0,2.515723270440252,2.515723270440252,5.031446540880504
JMTES,1,600410084,0,0,2,02,2025-08-18,159,5.0,3.0,8.0,3.1446540880503147,1.8867924528301887,5.031446540880504
JMTES,1,600412415,0,0,1,03,2025-08-18,159,3.0,0.0,3.0,1.8867924528301887,0.0,1.8867924528301887
JMTES,1,600411927,0,1,2,01,2025-08-18,159,21.0,7.0,28.0,13.20754716981132,4.40251572327044,17.61006289308176
JMTES,1,600411926,0,1,2,02,2025-08-18,159,15.0,7.0,22.0,9.433962264150944,4.40251572327044,13.836477987421384
JMTES,1,600407340,1,1,1,03,2025-08-18,159,10.0,0.0,10.0,6.289308176100629,0.0,6.289308176100629
JMTES,1,600407917,1,1,1,04,2025-08-18,159,9.0,0.0,9.0,5.660377358490567,0.0,5.660377358490567
JMTES,1,600403711,0,1,1,04,2025-08-18,159,8.0,0.0,8.0,5.031446540880504,0.0,5.031446540880504
JMTES,1,600407919,0,1,1,04,2025-08-18,159,7.0,0.0,7.0,4.40251572327044,0.0,4.40251572327044
JMTES,1,600408219,0,1,2,04,2025-08-18,159,17.0,0.0,17.0,10.69182389937107,0.0,10.69182389937107
JMTES,1,600410653,1,0,2,04,2025-08-18,159,17.0,4.0,21.0,10.69182389937107,2.515723270440252,13.20754716981132
JMTES,1,600408901,0,0,2,03,2025-10-01,128,72.0,21.0,93.0,56.25,16.40625,72.65625
JMTES,1,600411867,1,0,2,03,2025-08-18,159,15.0,2.0,17.0,9.433962264150944,1.257861635220126,10.69182389937107
JMTES,1,600408098,1,1,2,04,2025-08-18,159,0.0,7.0,7.0,0.0,4.40251572327044,4.40251572327044
JMTES,1,600411795,1,1,2,KF,2025-08-18,159,5.0,1.0,6.0,3.1446540880503147,0.628930817610063,3.7735849056603774
JMTES,1,600411434,0,0,2,01,2025-08-18,159,2.0,4.0,6.0,1.257861635220126,2.515723270440252,3.7735849056603774
JMTES,1,600413232,1,0,0,04,2026-04-29,7,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,1,600411045,0,0,2,KF,2025-08-18,159,3.0,8.0,11.0,1.8867924528301887,5.031446540880504,6.918238993710692
JMTES,1,600412684,0,0,2,KF,2025-08-18,159,5.0,3.0,8.0,3.1446540880503147,1.8867924528301887,5.031446540880504
JMTES,1,600403920,1,1,0,05,2025-08-18,159,1.0,5.0,6.0,0.628930817610063,3.1446540880503147,3.7735849056603774
JMTES,1,600405055,0,1,2,05,2025-08-18,159,12.0,11.0,23.0,7.547169811320755,6.918238993710692,14.465408805031446
JMTES,1,600406350,0,0,2,03,2025-08-18,159,10.0,1.0,11.0,6.289308176100629,0.628930817610063,6.918238993710692
JMTES,1,600405162,1,1,2,05,2025-08-18,159,0.0,4.0,4.0,0.0,2.515723270440252,2.515723270440252
JMTES,1,600410645,1,1,2,01,2025-08-18,159,5.0,1.0,6.0,3.1446540880503147,0.628930817610063,3.7735849056603774
JMTES,1,600408524,1,1,2,01,2025-08-18,159,12.0,3.0,15.0,7.547169811320755,1.8867924528301887,9.433962264150944
JMTES,1,600412937,1,1,2,02,2025-10-28,109,10.0,6.0,16.0,9.174311926605505,5.5045871559633035,14.678899082568808
JMTES,1,600411721,0,1,2,KF,2025-11-06,103,22.0,10.0,32.0,21.35922330097087,9.70873786407767,31.06796116504854
JMTES,1,600411397,0,0,2,01,2025-08-18,159,4.0,0.0,4.0,2.515723270440252,0.0,2.515723270440252
JMTES,1,600411581,0,0,0,KF,2025-08-18,159,2.0,0.0,2.0,1.257861635220126,0.0,1.257861635220126
JMTES,1,600412693,1,0,0,04,2025-08-18,159,6.0,8.0,14.0,3.7735849056603774,5.031446540880504,8.80503144654088
JMTES,1,600411388,0,1,2,01,2025-08-18,159,2.0,9.0,11.0,1.257861635220126,5.660377358490567,6.918238993710692
JMTES,1,600412699,0,1,2,05,2025-08-18,159,9.0,8.0,17.0,5.660377358490567,5.031446540880504,10.69182389937107
JMTES,1,600408769,1,1,0,03,2025-08-18,159,5.0,1.0,6.0,3.1446540880503147,0.628930817610063,3.7735849056603774
JMTES,1,600408595,0,0,2,03,2025-08-18,159,14.0,1.0,15.0,8.80503144654088,0.628930817610063,9.433962264150944
JMTES,1,600412980,0,0,2,05,2025-11-12,99,1.0,0.0,1.0,1.0101010101010102,0.0,1.0101010101010102
JMTES,1,600411647,0,1,2,05,2026-01-20,66,3.0,2.0,5.0,4.545454545454546,3.0303030303030303,7.575757575757576
JMTES,1,600409138,1,0,2,03,2025-08-18,159,11.0,2.0,13.0,6.918238993710692,1.257861635220126,8.176100628930817
JMTES,1,600408872,0,1,2,03,2025-08-18,159,4.0,2.0,6.0,2.515723270440252,1.257861635220126,3.7735849056603774
JMTES,1,600407373,1,1,2,02,2025-08-18,159,5.0,2.0,7.0,3.1446540880503147,1.257861635220126,4.40251572327044
JMTES,1,600407376,0,1,2,03,2025-08-18,159,6.0,3.0,9.0,3.7735849056603774,1.8867924528301887,5.660377358490567
JMTES,1,600411727,0,1,0,01,2025-08-18,159,15.0,12.0,27.0,9.433962264150944,7.547169811320755,16.9811320754717
JMTES,1,600409862,0,1,2,05,2025-08-18,159,1.0,12.0,13.0,0.628930817610063,7.547169811320755,8.176100628930817
JMTES,1,600408601,1,1,0,03,2025-08-18,159,18.0,4.0,22.0,11.320754716981133,2.515723270440252,13.836477987421384
JMTES,1,600412366,0,1,2,KF,2025-08-18,159,6.0,0.0,6.0,3.7735849056603774,0.0,3.7735849056603774
JMTES,1,600412318,1,1,2,KF,2025-08-18,159,3.0,0.0,3.0,1.8867924528301887,0.0,1.8867924528301887
JMTES,1,600404870,0,1,2,04,2025-08-18,159,6.0,1.0,7.0,3.7735849056603774,0.628930817610063,4.40251572327044
JMTES,1,600408526,0,1,2,01,2025-08-18,159,4.0,2.0,6.0,2.515723270440252,1.257861635220126,3.7735849056603774
JMTES,1,600406453,0,1,2,03,2025-08-18,159,8.0,2.0,10.0,5.031446540880504,1.257861635220126,6.289308176100629
JMTES,1,600410160,0,1,2,01,2025-08-18,159,6.0,0.0,6.0,3.7735849056603774,0.0,3.7735849056603774
JMTES,1,600409408,0,1,2,02,2025-08-18,159,7.0,5.0,12.0,4.40251572327044,3.1446540880503147,7.547169811320755
JMTES,1,600412289,0,0,2,01,2025-08-18,159,0.0,3.0,3.0,0.0,1.8867924528301887,1.8867924528301887
JMTES,1,600412360,0,0,2,01,2025-08-18,159,0.0,2.0,2.0,0.0,1.257861635220126,1.257861635220126
JMTES,1,600412249,0,0,2,04,2025-11-10,101,3.0,5.0,8.0,2.9702970297029703,4.9504950495049505,7.920792079207921
JMTES,1,600411539,1,1,2,02,2025-08-18,159,12.0,0.0,12.0,7.547169811320755,0.0,7.547169811320755
JMTES,1,600412747,1,1,2,05,2025-08-18,159,1.0,1.0,2.0,0.628930817610063,0.628930817610063,1.257861635220126
JMTES,1,600406790,1,0,2,05,2025-08-18,159,12.0,0.0,12.0,7.547169811320755,0.0,7.547169811320755
JMTES,1,600411535,0,0,2,05,2025-10-07,124,12.0,12.0,24.0,9.67741935483871,9.67741935483871,19.35483870967742
JMTES,1,600404873,1,0,2,04,2025-08-18,159,1.0,4.0,5.0,0.628930817610063,2.515723270440252,3.1446540880503147
JMTES,1,600404566,0,0,2,05,2026-03-30,28,0.0,2.0,2.0,0.0,7.142857142857142,7.142857142857142
JMTES,1,600409662,0,1,2,02,2025-08-18,159,7.0,1.0,8.0,4.40251572327044,0.628930817610063,5.031446540880504
JMTES,1,600410633,1,0,0,02,2026-01-06,75,0.0,1.0,1.0,0.0,1.3333333333333335,1.3333333333333335
JMTES,1,600411048,1,1,2,KF,2025-08-18,159,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,1,600406563,0,1,2,05,2025-08-18,159,6.0,1.0,7.0,3.7735849056603774,0.628930817610063,4.40251572327044
JMTES,1,600407781,0,0,0,04,2025-08-18,159,7.0,7.0,14.0,4.40251572327044,4.40251572327044,8.80503144654088
JMTES,1,600410348,1,1,2,03,2025-08-18,159,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,1,600406749,0,1,2,05,2025-08-18,159,9.0,0.0,9.0,5.660377358490567,0.0,5.660377358490567
JMTES,1,600405083,0,0,2,05,2025-08-18,159,9.0,1.0,10.0,5.660377358490567,0.628930817610063,6.289308176100629
JMTES,1,600409314,0,1,2,02,2025-08-18,159,13.0,1.0,14.0,8.176100628930817,0.628930817610063,8.80503144654088
JMTES,1,600405112,1,1,2,04,2025-08-18,159,9.0,1.0,10.0,5.660377358490567,0.628930817610063,6.289308176100629
JMTES,1,600411220,1,0,2,01,2025-08-18,159,4.0,5.0,9.0,2.515723270440252,3.1446540880503147,5.660377358490567
JMTES,1,600407301,1,1,2,03,2025-08-18,159,14.0,3.0,17.0,8.80503144654088,1.8867924528301887,10.69182389937107
JMTES,1,600409613,0,0,2,04,2025-08-18,159,2.0,2.0,4.0,1.257861635220126,1.257861635220126,2.515723270440252
JMTES,1,600409612,0,0,2,03,2025-08-18,159,10.0,0.0,10.0,6.289308176100629,0.0,6.289308176100629
JMTES,1,600409873,0,0,2,01,2025-08-18,159,20.0,10.0,30.0,12.578616352201259,6.289308176100629,18.867924528301888
JMTES,1,600407545,1,0,2,04,2025-08-18,159,7.0,9.0,16.0,4.40251572327044,5.660377358490567,10.062893081761008
JMTES,1,600407156,0,1,2,05,2025-08-18,159,4.0,11.0,15.0,2.515723270440252,6.918238993710692,9.433962264150944
JMTES,1,600406727,0,1,2,05,2025-08-18,159,30.0,0.0,30.0,18.867924528301888,0.0,18.867924528301888
JMTES,1,600407337,0,0,2,04,2025-08-18,159,10.0,3.0,13.0,6.289308176100629,1.8867924528301887,8.176100628930817
JMTES,1,600407520,0,1,2,04,2025-08-18,159,18.0,0.0,18.0,11.320754716981133,0.0,11.320754716981133
JMTES,1,600410467,0,1,2,02,2025-08-18,159,18.0,0.0,18.0,11.320754716981133,0.0,11.320754716981133
JMTES,1,600412367,0,1,2,KF,2025-08-18,159,25.0,0.0,25.0,15.723270440251572,0.0,15.723270440251572
JMTES,1,600406403,1,1,2,05,2025-08-18,159,5.0,2.0,7.0,3.1446540880503147,1.257861635220126,4.40251572327044
JMTES,1,600407643,0,0,2,04,2025-08-18,159,7.0,0.0,7.0,4.40251572327044,0.0,4.40251572327044
JMTES,1,600410403,0,1,2,KF,2025-08-18,159,10.0,0.0,10.0,6.289308176100629,0.0,6.289308176100629
JMTES,1,600412694,0,1,0,KF,2025-08-18,159,2.0,2.0,4.0,1.257861635220126,1.257861635220126,2.515723270440252
JMTES,1,600406898,0,0,0,04,2025-08-18,159,0.0,4.0,4.0,0.0,2.515723270440252,2.515723270440252
JMTES,1,600403765,1,1,2,05,2025-08-18,159,11.0,0.0,11.0,6.918238993710692,0.0,6.918238993710692
JMTES,1,600413171,1,1,0,03,2026-03-20,29,5.0,0.0,5.0,17.24137931034483,0.0,17.24137931034483
JMTES,1,600412783,1,0,2,02,2025-08-20,157,4.0,1.0,5.0,2.547770700636943,0.6369426751592357,3.1847133757961785
JMTES,1,600407208,1,1,0,04,2025-08-18,159,2.0,2.0,4.0,1.257861635220126,1.257861635220126,2.515723270440252
JMTES,1,600408046,0,0,2,03,2025-08-18,159,2.0,12.0,14.0,1.257861635220126,7.547169811320755,8.80503144654088
JMTES,1,600412785,1,0,2,03,2025-08-20,157,4.0,1.0,5.0,2.547770700636943,0.6369426751592357,3.1847133757961785
JMTES,1,600410103,1,1,2,04,2025-08-18,159,12.0,4.0,16.0,7.547169811320755,2.515723270440252,10.062893081761008
JMTES,1,600406871,1,1,2,04,2025-08-18,159,13.0,2.0,15.0,8.176100628930817,1.257861635220126,9.433962264150944
JMTES,1,600407535,1,1,1,03,2025-08-18,159,11.0,0.0,11.0,6.918238993710692,0.0,6.918238993710692
JMTES,1,600407960,1,1,2,03,2025-08-18,159,12.0,0.0,12.0,7.547169811320755,0.0,7.547169811320755
JMTES,1,600412746,0,1,2,02,2025-08-18,159,11.0,1.0,12.0,6.918238993710692,0.628930817610063,7.547169811320755
JMTES,1,600408633,1,1,2,03,2025-08-18,159,11.0,1.0,12.0,6.918238993710692,0.628930817610063,7.547169811320755
JMTES,1,600408634,0,1,2,05,2025-08-18,159,16.0,6.0,22.0,10.062893081761008,3.7735849056603774,13.836477987421384
JMTES,1,600406510,0,1,2,05,2025-08-18,159,7.0,0.0,7.0,4.40251572327044,0.0,4.40251572327044
JMTES,1,600408765,0,0,2,04,2025-08-18,159,10.0,0.0,10.0,6.289308176100629,0.0,6.289308176100629
JMTES,1,600411623,0,1,2,KF,2025-08-18,159,16.0,0.0,16.0,10.062893081761008,0.0,10.062893081761008
JMTES,1,600409287,0,1,2,02,2025-08-18,159,16.0,1.0,17.0,10.062893081761008,0.628930817610063,10.69182389937107
JMTES,1,600406891,1,1,2,04,2025-08-18,159,4.0,4.0,8.0,2.515723270440252,2.515723270440252,5.031446540880504
JMTES,1,600406818,0,1,2,05,2025-08-18,159,5.0,1.0,6.0,3.1446540880503147,0.628930817610063,3.7735849056603774
JMTES,1,600408037,1,1,2,04,2025-08-18,159,9.0,1.0,10.0,5.660377358490567,0.628930817610063,6.289308176100629
JMTES,1,600411583,1,1,2,03,2025-08-18,159,15.0,1.0,16.0,9.433962264150944,0.628930817610063,10.062893081761008
JES,0,600407909,1,0,2,04,2025-08-18,170,9.0,1.0,10.0,5.294117647058823,0.5882352941176471,5.88235294117647
JES,0,600412790,1,0,2,KF,2025-08-20,168,16.0,5.0,21.0,9.523809523809524,2.976190476190476,12.5
JES,0,600412645,1,1,2,KF,2025-08-18,170,18.0,0.0,18.0,10.588235294117647,0.0,10.588235294117647
JES,0,600410029,0,0,2,02,2025-08-18,170,6.0,1.0,7.0,3.5294117647058822,0.5882352941176471,4.117647058823529
JES,0,600407443,0,0,2,04,2025-08-18,170,6.0,3.0,9.0,3.5294117647058822,1.7647058823529411,5.294117647058823
JES,0,600411842,0,1,2,04,2025-08-18,170,1.0,1.0,2.0,0.5882352941176471,0.5882352941176471,1.1764705882352942
JES,0,600407552,1,1,2,04,2025-08-18,170,3.0,0.0,3.0,1.7647058823529411,0.0,1.7647058823529411
JES,0,600411840,0,1,2,05,2025-08-19,169,0.0,0.0,0.0,0.0,0.0,0.0
JES,0,600407464,0,1,2,02,2025-08-18,170,3.0,0.0,3.0,1.7647058823529411,0.0,1.7647058823529411
JES,0,600411204,0,0,2,01,2025-08-18,170,7.0,9.0,16.0,4.117647058823529,5.294117647058823,9.411764705882353
JES,0,600409346,0,0,2,03,2025-08-18,170,25.0,8.0,33.0,14.705882352941178,4.705882352941177,19.411764705882355
JES,0,600408737,1,1,2,01,2025-08-18,170,28.0,2.0,30.0,16.470588235294116,1.1764705882352942,17.647058823529413
JES,0,600407766,0,1,0,04,2025-08-18,170,2.0,5.0,7.0,1.1764705882352942,2.941176470588235,4.117647058823529
JES,0,600408608,0,0,0,03,2025-08-18,170,10.0,2.0,12.0,5.88235294117647,1.1764705882352942,7.0588235294117645
JES,0,600408647,0,1,2,03,2025-08-18,170,2.0,1.0,3.0,1.1764705882352942,0.5882352941176471,1.7647058823529411
JES,0,600413172,0,0,2,02,2026-03-20,40,0.0,0.0,0.0,0.0,0.0,0.0
JES,0,600410841,1,0,2,02,2025-08-18,170,7.0,0.0,7.0,4.117647058823529,0.0,4.117647058823529
JES,0,600411514,1,0,0,01,2025-08-18,170,6.0,1.0,7.0,3.5294117647058822,0.5882352941176471,4.117647058823529
JES,0,600412776,0,0,0,KF,2025-08-18,170,82.0,0.0,82.0,48.23529411764706,0.0,48.23529411764706
JES,0,600413198,1,0,0,01,2026-04-03,35,0.0,0.0,0.0,0.0,0.0,0.0
JES,0,600413199,0,0,0,05,2026-04-03,35,1.0,0.0,1.0,2.857142857142857,0.0,2.857142857142857
JES,0,600410518,0,1,2,02,2025-08-19,169,10.0,6.0,16.0,5.9171597633136095,3.5502958579881656,9.467455621301776
JES,0,600409315,0,1,2,03,2025-09-04,158,18.0,0.0,18.0,11.39240506329114,0.0,11.39240506329114
JES,0,600411679,1,0,2,KF,2025-08-18,170,6.0,5.0,11.0,3.5294117647058822,2.941176470588235,6.470588235294119
