school,student_id,state_report_id,student_grade,gender,ethnic_name,student_age,meal_status_code,student_status_current,entry_date,entry_code,unexcused,excused,unexcused_absence_pct,excused_absence_pct,total_absence_pct,school_l1_referrals,school_l2_referrals,school_l3_referrals,school_l4_referrals,total_school_referrals,bus_l1_referrals,bus_l2_referrals,bus_l3_referrals,total_bus_referrals
JMTES,600410730,6460820376,03,Female,Black,9,05,A,45887.0,R,6.0,2.0,3.5294117647058822,1.1764705882352942,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410729,8155034635,03,Male,Black,9,05,A,45887.0,R,6.0,2.0,3.5294117647058822,1.1764705882352942,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600413111,4285150713,04,Female,Black,10,03,A,46059.0,S,8.0,1.0,4.705882352941177,0.5882352941176471,5.294117647058823,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600411515,5413244554,KF,Female,Black,6,05,A,45887.0,R,8.0,0.0,4.705882352941177,0.0,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406328,1451021382,04,Male,Black,10,04,A,45887.0,R,7.0,3.0,4.117647058823529,1.7647058823529411,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406341,5871273515,03,Female,Black,9,04,A,45887.0,R,8.0,2.0,4.705882352941177,1.1764705882352942,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412178,2166744047,03,Female,Black,9,05,A,45887.0,C,8.0,0.0,4.705882352941177,0.0,4.705882352941177,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
JMTES,600409885,6060263806,KF,Female,Black,6,05,A,45887.0,R,15.0,11.0,8.823529411764707,6.470588235294119,15.294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409300,8718711081,03,Female,NonBlack,9,05,A,45887.0,R,20.0,7.0,11.76470588235294,4.117647058823529,15.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412802,1401234515,KF,Female,NonBlack,6,02,A,45936.0,C,24.0,1.0,14.117647058823529,0.5882352941176471,14.705882352941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409176,5033855414,04,Female,Black,10,04,A,45887.0,R,21.0,12.0,12.352941176470589,7.0588235294117645,19.411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408822,8842882123,04,Male,NonBlack,10,03,A,45887.0,R,2.0,2.0,1.1764705882352942,1.1764705882352942,2.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600405910,7341578872,04,Male,Black,10,04,A,46071.0,R,4.0,0.0,2.3529411764705883,0.0,2.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600405911,2148447384,05,Male,Black,11,04,A,46071.0,R,2.0,0.0,1.1764705882352942,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412634,2764454506,05,Female,Black,11,04,A,45887.0,C,19.0,1.0,11.176470588235295,0.5882352941176471,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411620,8510563131,03,Male,Black,9,04,A,45887.0,R,15.0,0.0,8.823529411764707,0.0,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411312,8257212275,KF,Male,Black,6,05,A,45887.0,R,16.0,0.0,9.411764705882353,0.0,9.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409812,5753066347,03,Female,Black,9,04,A,45887.0,R,4.0,1.0,2.3529411764705883,0.5882352941176471,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409014,1317676521,03,Male,NonBlack,9,05,A,45887.0,R,1.0,4.0,0.5882352941176471,2.3529411764705883,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410455,8110637167,05,Male,NonBlack,11,05,A,45887.0,R,12.0,0.0,7.0588235294117645,0.0,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410454,6288620228,02,Female,NonBlack,8,05,A,45887.0,R,16.0,0.0,9.411764705882353,0.0,9.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407490,8554488526,04,Female,NonBlack,10,05,A,45887.0,R,3.0,9.0,1.7647058823529411,5.294117647058823,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409887,5502486531,KF,Male,NonBlack,6,05,A,45887.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
JMTES,600408136,6411355487,02,Female,NonBlack,8,05,A,45887.0,R,1.0,1.0,0.5882352941176471,0.5882352941176471,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407486,6426611766,03,Male,NonBlack,9,05,A,45887.0,R,0.0,1.0,0.0,0.5882352941176471,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600405127,1612683466,04,Male,Black,10,02,A,45887.0,R,2.0,0.0,1.1764705882352942,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600413187,6825331586,05,Male,Black,12,03,A,46113.0,C,1.0,0.0,0.5882352941176471,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407239,3228241678,02,Female,Black,8,02,A,45887.0,R,4.0,0.0,2.3529411764705883,0.0,2.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410043,3105132411,KF,Male,Black,6,02,A,45887.0,R,1.0,0.0,0.5882352941176471,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412696,8121822762,01,Male,Black,8,05,A,45887.0,C,20.0,7.0,11.76470588235294,4.117647058823529,15.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412147,8168157341,KF,Male,NonBlack,5,05,A,45887.0,R,18.0,3.0,10.588235294117647,1.7647058823529411,12.352941176470589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407513,5880253448,04,Male,NonBlack,10,05,A,45887.0,R,11.0,3.0,6.470588235294119,1.7647058823529411,8.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410215,7466178086,02,Female,NonBlack,8,04,A,45887.0,R,17.0,6.0,10.0,3.5294117647058822,13.529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410885,5373762155,02,Male,Black,8,04,A,45887.0,R,39.0,1.0,22.941176470588236,0.5882352941176471,23.52941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406342,1274473643,03,Male,NonBlack,9,05,A,45887.0,R,13.0,5.0,7.647058823529412,2.941176470588235,10.588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600405720,3744142374,05,Male,Black,11,04,A,45887.0,R,31.0,0.0,18.235294117647058,0.0,18.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410512,6226783677,02,Male,Black,8,04,A,45887.0,R,43.0,3.0,25.294117647058822,1.7647058823529411,27.058823529411764,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600409888,3503322076,KF,Female,NonBlack,6,05,A,45887.0,R,6.0,3.0,3.5294117647058822,1.7647058823529411,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412065,1564423641,02,Male,Black,8,03,A,45887.0,R,1.0,5.0,0.5882352941176471,2.941176470588235,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409403,6142635053,02,Male,Black,8,05,A,45959.0,R,15.0,0.0,8.823529411764707,0.0,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406329,1561876006,04,Female,Black,10,05,A,45959.0,R,11.0,4.0,6.470588235294119,2.3529411764705883,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410491,6454785237,02,Female,Black,8,04,A,45887.0,R,18.0,7.0,10.588235294117647,4.117647058823529,14.705882352941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411467,3316787216,KF,Male,Black,6,04,A,45887.0,R,19.0,8.0,11.176470588235295,4.705882352941177,15.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407840,1520336105,04,Female,Black,10,05,A,45902.0,R,6.0,3.0,3.5294117647058822,1.7647058823529411,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410754,4455616188,01,Male,NonBlack,7,04,A,45887.0,R,6.0,1.0,3.5294117647058822,0.5882352941176471,4.117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410652,3506122845,04,Female,Black,10,04,A,45887.0,R,15.0,0.0,8.823529411764707,0.0,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407217,7261625061,03,Male,Black,9,03,A,45887.0,R,5.0,1.0,2.941176470588235,0.5882352941176471,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410183,8346731262,KF,Male,NonBlack,5,05,A,45887.0,R,8.0,1.0,4.705882352941177,0.5882352941176471,5.294117647058823,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
JMTES,600410321,2324305147,02,Male,Black,8,04,A,45887.0,R,6.0,2.0,3.5294117647058822,1.1764705882352942,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406777,3518082722,03,Female,Black,9,05,A,45943.0,R,24.0,1.0,14.117647058823529,0.5882352941176471,14.705882352941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407493,4135078173,04,Male,Black,10,04,A,45887.0,R,7.0,1.0,4.117647058823529,0.5882352941176471,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411232,6864346605,01,Male,Black,7,04,A,45887.0,R,12.0,2.0,7.0588235294117645,1.1764705882352942,8.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412038,6073567636,01,Male,NonBlack,7,01,A,45887.0,R,10.0,5.0,5.88235294117647,2.941176470588235,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412039,4411011387,01,Female,NonBlack,7,01,A,45887.0,R,9.0,3.0,5.294117647058823,1.7647058823529411,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408511,2800808651,01,Female,Black,7,04,A,45887.0,R,12.0,3.0,7.0588235294117645,1.7647058823529411,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600413190,8710087381,04,Female,NonBlack,10,03,A,46113.0,C,2.0,2.0,1.1764705882352942,1.1764705882352942,2.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600413077,3272010221,02,Female,NonBlack,8,04,A,46030.0,C,4.0,8.0,2.3529411764705883,4.705882352941177,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410839,4637758507,02,Female,Black,7,04,A,45887.0,R,10.0,0.0,5.88235294117647,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407242,2510508862,02,Female,Black,8,03,A,46076.0,R,12.0,0.0,7.0588235294117645,0.0,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600403599,1708805727,05,Male,Black,11,04,A,46111.0,R,5.0,0.0,2.941176470588235,0.0,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408378,4572448248,04,Female,Black,9,01,A,45887.0,R,1.0,0.0,0.5882352941176471,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406303,8447470584,05,Female,Black,11,05,A,45887.0,R,1.0,1.0,0.5882352941176471,0.5882352941176471,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406545,6227730286,03,Female,NonBlack,9,01,A,45887.0,R,13.0,9.0,7.647058823529412,5.294117647058823,12.941176470588237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411871,7545107754,04,Male,NonBlack,10,03,A,45887.0,R,12.0,2.0,7.0588235294117645,1.1764705882352942,8.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407395,4011726164,02,Female,Black,8,03,A,45887.0,R,11.0,4.0,6.470588235294119,2.3529411764705883,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411702,8340434623,03,Female,Black,9,05,A,45887.0,S,23.0,0.0,13.529411764705882,0.0,13.529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411705,2481264355,04,Female,Black,10,05,A,45887.0,S,24.0,0.0,14.117647058823529,0.0,14.117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412835,8328455856,KF,Male,Black,6,05,A,45897.0,R,33.0,1.0,19.411764705882355,0.5882352941176471,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408039,6565143361,04,Male,Black,9,02,A,45887.0,R,7.0,2.0,4.117647058823529,1.1764705882352942,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410456,3076142573,02,Male,Black,8,02,A,45887.0,R,11.0,3.0,6.470588235294119,1.7647058823529411,8.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412494,7481634806,KF,Female,Black,6,05,A,45887.0,R,5.0,0.0,2.941176470588235,0.0,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412323,5331727847,02,Male,Black,8,05,A,45951.0,R,12.0,4.0,7.0588235294117645,2.3529411764705883,9.411764705882353,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600407955,5086368406,03,Female,NonBlack,9,03,A,45887.0,R,11.0,0.0,6.470588235294119,0.0,6.470588235294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410516,2232567325,04,Female,Black,10,04,A,45887.0,R,10.0,4.0,5.88235294117647,2.3529411764705883,8.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412066,8227401564,KF,Female,Black,6,04,A,45887.0,R,22.0,0.0,12.941176470588237,0.0,12.941176470588237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409395,6836728435,01,Female,NonBlack,7,05,A,45887.0,R,5.0,0.0,2.941176470588235,0.0,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407251,2658123361,03,Male,NonBlack,9,05,A,46059.0,R,1.0,1.0,0.5882352941176471,0.5882352941176471,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600413154,1443582271,01,Male,NonBlack,7,03,A,46091.0,S,6.0,5.0,3.5294117647058822,2.941176470588235,6.470588235294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600413089,4242453154,03,Male,NonBlack,9,03,A,46037.0,C,1.0,4.0,0.5882352941176471,2.3529411764705883,2.941176470588235,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600410848,1425363683,03,Female,Black,9,04,A,45887.0,R,12.0,1.0,7.0588235294117645,0.5882352941176471,7.647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409894,8468221268,KF,Female,NonBlack,6,05,A,45887.0,R,26.0,2.0,15.294117647058824,1.1764705882352942,16.470588235294116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410840,2436118416,04,Female,Black,10,04,A,45887.0,R,13.0,2.0,7.647058823529412,1.1764705882352942,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412749,8488104515,KF,Female,Black,6,04,A,45887.0,R,8.0,7.0,4.705882352941177,4.117647058823529,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411031,3688247834,01,Female,NonBlack,7,05,A,45887.0,R,5.0,4.0,2.941176470588235,2.3529411764705883,5.294117647058823,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600411984,4640122338,03,Female,NonBlack,9,03,A,45887.0,R,2.0,0.0,1.1764705882352942,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412767,3861166743,KF,Female,NonBlack,6,03,A,45888.0,R,6.0,2.0,3.5294117647058822,1.1764705882352942,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600402254,3408302264,05,Male,Black,12,04,A,45887.0,R,17.0,2.0,10.0,1.1764705882352942,11.176470588235295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412748,8842832473,KF,Male,Black,6,04,A,45887.0,R,16.0,0.0,9.411764705882353,0.0,9.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406348,2208176853,03,Male,Black,9,04,A,46111.0,R,4.0,1.0,2.3529411764705883,0.5882352941176471,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409040,8056743233,01,Male,Black,7,04,A,46111.0,R,8.0,0.0,4.705882352941177,0.0,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409960,3870864835,02,Male,NonBlack,8,05,A,45887.0,R,19.0,19.0,11.176470588235295,11.176470588235295,22.35294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407459,6465543781,03,Female,Black,9,04,A,45887.0,R,16.0,0.0,9.411764705882353,0.0,9.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409183,8200215268,01,Male,Black,7,04,A,45887.0,R,24.0,0.0,14.117647058823529,0.0,14.117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410539,3516142855,02,Female,Black,8,05,A,45887.0,R,21.0,4.0,12.352941176470589,2.3529411764705883,14.705882352941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412744,8782075316,02,Female,Black,8,04,A,45887.0,C,18.0,4.0,10.588235294117647,2.3529411764705883,12.941176470588237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412743,4616032453,01,Male,Black,7,04,A,45887.0,C,21.0,4.0,12.352941176470589,2.3529411764705883,14.705882352941178,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600410656,7144270641,01,Female,Black,7,04,A,45887.0,R,17.0,1.0,10.0,0.5882352941176471,10.588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410745,4170432243,05,Female,NonBlack,11,03,A,45887.0,S,22.0,8.0,12.941176470588237,4.705882352941177,17.647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411409,2300587055,01,Female,Black,7,04,A,45887.0,R,1.0,0.0,0.5882352941176471,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600406701,3250303227,04,Male,Black,11,05,A,45887.0,R,4.0,3.0,2.3529411764705883,1.7647058823529411,4.117647058823529,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600412967,7880355431,01,Female,NonBlack,8,03,A,45968.0,C,19.0,18.0,11.176470588235295,10.588235294117647,21.764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412968,8434250757,03,Female,NonBlack,9,05,A,45968.0,C,21.0,17.0,12.352941176470589,10.0,22.35294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408823,2513641352,03,Male,Black,9,05,A,45887.0,R,4.0,4.0,2.3529411764705883,2.3529411764705883,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409436,3446625665,03,Male,NonBlack,9,05,A,45887.0,R,23.0,2.0,13.529411764705882,1.1764705882352942,14.705882352941178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
JMTES,600411868,2675254256,03,Female,Black,8,03,A,45887.0,R,2.0,4.0,1.1764705882352942,2.3529411764705883,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407954,2865211251,04,Male,Black,10,01,A,45887.0,R,0.0,22.0,0.0,12.941176470588237,12.941176470588237,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
JMTES,600410979,8456457273,03,Female,Black,9,04,A,45887.0,R,5.0,4.0,2.941176470588235,2.3529411764705883,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408887,4838473022,03,Male,NonBlack,9,05,A,45887.0,R,5.0,3.0,2.941176470588235,1.7647058823529411,4.705882352941177,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600406332,7532463031,04,Female,Black,9,03,A,45887.0,R,2.0,0.0,1.1764705882352942,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407347,6882461034,03,Male,Black,10,04,A,45887.0,R,4.0,0.0,2.3529411764705883,0.0,2.3529411764705883,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
JMTES,600406503,1355848166,05,Male,NonBlack,11,05,A,45887.0,R,1.0,2.0,0.5882352941176471,1.1764705882352942,1.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600412941,8277081668,05,Female,Black,11,03,A,45960.0,R,9.0,2.0,5.294117647058823,1.1764705882352942,6.470588235294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407367,7658362302,03,Female,Black,8,04,A,45887.0,R,8.0,0.0,4.705882352941177,0.0,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411500,7147016833,KF,Female,NonBlack,7,05,A,45887.0,R,11.0,2.0,6.470588235294119,1.1764705882352942,7.647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411281,7164535011,03,Female,Black,8,04,A,45887.0,R,8.0,1.0,4.705882352941177,0.5882352941176471,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409330,5423802586,01,Female,NonBlack,7,01,A,45887.0,R,19.0,0.0,11.176470588235295,0.0,11.176470588235295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600407093,2401831781,04,Female,NonBlack,10,05,A,45887.0,R,9.0,2.0,5.294117647058823,1.1764705882352942,6.470588235294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410101,8628474757,02,Male,NonBlack,8,03,A,45887.0,R,11.0,2.0,6.470588235294119,1.1764705882352942,7.647058823529412,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600410077,8602282575,02,Male,Black,8,04,A,45887.0,R,6.0,3.0,3.5294117647058822,1.7647058823529411,5.294117647058823,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600412559,8671511847,05,Male,Black,11,02,A,45887.0,C,11.0,2.0,6.470588235294119,1.1764705882352942,7.647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600409207,8421260544,03,Male,NonBlack,9,05,A,45887.0,R,11.0,1.0,6.470588235294119,0.5882352941176471,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600408531,7270041278,01,Male,Black,7,04,A,45887.0,R,6.0,1.0,3.5294117647058822,0.5882352941176471,4.117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411151,5104788123,01,Male,Black,8,01,A,46003.0,R,3.0,0.0,1.7647058823529411,0.0,1.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600411044,6041588515,KF,Male,Black,6,01,A,45887.0,R,4.0,7.0,2.3529411764705883,4.117647058823529,6.470588235294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410689,4660844386,01,Male,Black,7,04,A,45887.0,R,8.0,1.0,4.705882352941177,0.5882352941176471,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410639,4413517715,05,Male,Black,11,04,A,45887.0,R,10.0,2.0,5.88235294117647,1.1764705882352942,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600413049,7532173884,02,Male,Black,8,05,A,46028.0,C,5.0,0.0,2.941176470588235,0.0,2.941176470588235,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
JMTES,600411530,7722142254,02,Female,Black,8,04,A,45887.0,R,9.0,1.0,5.294117647058823,0.5882352941176471,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410535,5418634762,01,Male,NonBlack,7,05,A,45887.0,R,13.0,2.0,7.647058823529412,1.1764705882352942,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600405163,3326816702,05,Female,Black,11,05,A,45887.0,R,10.0,6.0,5.88235294117647,3.5294117647058822,9.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600413222,8078535844,01,Male,Black,7,03,A,46132.0,C,7.0,4.0,4.117647058823529,2.3529411764705883,6.470588235294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410230,5537317855,02,Male,NonBlack,8,01,A,45887.0,R,11.0,1.0,6.470588235294119,0.5882352941176471,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMTES,600410184,6157347232,04,Male,Black,9,05,A,45887.0,R,6.0,6.0,3.5294117647058822,3.5294117647058822,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
