Student ID,2025-26 tracker Homeroom,2025-26 tracker Grade,2025-26 tracker OPTED OUT OF GROW,2025-26 tracker Aug-Dec 2025 Incentives Incentive 1- EA Lesson Activities,2025-26 tracker Aug-Dec 2025 Incentives Incentive 2- 1 HR Fin. Literacy Module Online,2025-26 tracker Aug-Dec 2025 Incentives Incentive 3- Met Reading Goal,"2025-26 tracker Aug-Dec 2025 Incentives Number of ""think time"" sheets this semester (2 nine weeks)",2025-26 tracker Aug-Dec 2025 Incentives Incentive 4- Met Behavior Goal,2025-26 tracker Aug-Dec 2025 Incentives Number of days missed this semester,2025-26 tracker Aug-Dec 2025 Incentives Incentive 5- Miss three days or less,2025-26 tracker Aug-Dec 2025 Incentives Teacher Verification,2025-26 tracker Aug-Dec 2025 Incentives Winter 2025 Rewards,2025-26 tracker Jan-May 2026 Incentives Incentive 1- EA Lesson Activities,2025-26 tracker Jan-May 2026 Incentives Incentive 2- 1 HR Fin. Literacy Module Online,2025-26 tracker Jan-May 2026 Incentives Incentive 3- Met Reading Goal,"2025-26 tracker Jan-May 2026 Incentives Number of ""think time"" sheets this semester (2 nine weeks)",2025-26 tracker Jan-May 2026 Incentives Incentive 4- Met Behavior Goal,2025-26 tracker Jan-May 2026 Incentives Number of days missed this semester,2025-26 tracker Jan-May 2026 Incentives Incentive 5- Miss three days or less,2025-26 tracker Jan-May 2026 Incentives Teacher Verification,2025-26 tracker Jan-May 2026 Incentives Spring 2026 Rewards,2025-26 tracker Jan-May 2026 Incentives 2nd semester incentives deposited (5.22.26),2025-26 tracker Jan-May 2026 Incentives 2025-26 Incentive TOTAL,2025-26 tracker 2025-26 tracker source row,Jan-May 2026 tracker Homeroom,Jan-May 2026 tracker Grade,Jan-May 2026 tracker OPTED OUT OF GROW,Jan-May 2026 tracker Jan-May 2026 Incentives Incentive 1- EA Lesson Activities,Jan-May 2026 tracker Jan-May 2026 Incentives Incentive 2- 1 HR Fin. Literacy Module Online,Jan-May 2026 tracker Jan-May 2026 Incentives Incentive 3- Met Reading Goal,"Jan-May 2026 tracker Jan-May 2026 Incentives Number of ""think time"" sheets this semester (2 nine weeks)",Jan-May 2026 tracker Jan-May 2026 Incentives Incentive 4- Met Behavior Goal,Jan-May 2026 tracker Jan-May 2026 Incentives Number of days missed this semester,Jan-May 2026 tracker Jan-May 2026 Incentives Incentive 5- Miss three days or less,Jan-May 2026 tracker Jan-May 2026 Incentives Teacher Verification,Jan-May 2026 tracker Jan-May 2026 Incentives Spring 2026 Rewards,Jan-May 2026 tracker Jan-May 2026 Incentives 2nd semester incentives deposited (5.22.26),Jan-May 2026 tracker Jan-May 2026 tracker source row
600408578,Gulley,03-Third,,1,,1,,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,132,Gulley,03-Third,,,,,,,,,,,$0.00,132
600408595,Lovell,03-Third,,1,1,1,0.0,1,8.0,0,3.0,300,,,,,,,,,,0.0,300,133,Lovell,03-Third,,,,,,,,,,,$0.00,133
600408601,Taylor,03-Third,,1,1,1,0.0,1,,0,3.0,300.0,,,,,,,,,,0.0,300,134,Taylor,03-Third,,,,,,,,,,,$0.00,134
600408602,Gulley,03-Third,,0,,1,3.0,0,10.0,0,1.0,100,1,0,1,3.0,0,2.0,1,3.0,300,200.0,300,135,Gulley,03-Third,,1,0,1,3,0,2,1,3,$300.00,$200.00,135
600408633,Taylor,03-Third,,1,1,1,0.0,1,,0,3.0,300.0,,,,,,,,,,0.0,300,136,Taylor,03-Third,,,,,,,,,,,$0.00,136
600408634,Guy,05-Fifth,,1,1,1,0.0,1,7.0,0,3.0,300,,,,,,,,,,0.0,300,137,Guy,05-Fifth,,,,,,,,,,,$0.00,137
600408658,Russell,02-Second,,1,0,1,1.0,1,,1,3.0,300,,,,,,,,,,0.0,300,138,Russell,02-Second,,,,,,,,,,,$0.00,138
600408738,Robinson,01-First ,,1,,1,,1,4.0,0,3,300,,,,,,,,,,0.0,300,139,Robinson,01-First ,,,,,,,,,,,$0.00,139
600408740,Williams,01-First ,,1,,1,,1,,0,3.0,300,,,,,,,,,,0.0,300,140,Williams,01-First ,,,,,,,,,,,$0.00,140
600408746,Williams,01-First ,,1,,1,2.0,0,,0,2.0,200,1,0,1,,1,4.0,0,3.0,300,100.0,300,141,Williams,01-First ,,1,0,1,,1,4,0,3,$300.00,$100.00,141
600408749,Russell,02-Second,,1,0,0,3.0,0,,1,2,200,1,0,1,3.0,0,,0,2,200,100.0,300,142,Russell,02-Second,,1,0,1,3,0,,0,0,$0.00,$100.00,142
600408765,Henderson,04-Fourth,,1,0,1,,1,6.0,0,3,300,,,,,,,,,,0.0,300,143,Henderson,04-Fourth,,,,,,,,,,,$0.00,143
600408769,Taylor,03-Third,,1,1,1,0.0,1,,1,3.0,300.0,,,,,,,,,,0.0,300,144,Taylor,03-Third,,,,,,,,,,,$0.00,144
600408795,Russell,02-Second,,1,0,1,,1,,0,3,300,,,,,,,,,,0.0,300,145,Russell,02-Second,,,,,,,,,,,$0.00,145
600408799,Taylor,03-Third,,1,1,1,0.0,1,,1,3.0,300.0,,,,,,,,,,0.0,300,146,Taylor,03-Third,,,,,,,,,,,$0.00,146
600408822,Eskridge,04-Fourth,,1,0,0,1.0,1,1.0,1,3,300,,,,,,,,,,0.0,300,147,Eskridge,04-Fourth,,,,,,,,,,,$0.00,147
600408823,Moss,03-Third,,1,,1,,1,4.0,0,3.0,300,,,,,,,,,,0.0,300,148,Moss,03-Third,,,,,,,,,,,$0.00,148
600408827,Russell,02-Second,,1,0,1,3.0,0,,0,2,200,1,0,1,3.0,0,,0,2,200,100.0,300,149,Russell,02-Second,,1,0,1,3,0,,0,0,$0.00,$100.00,149
600408851,Lovell,03-Third,,0,0,0,3.0,0,8.0,0,0,0,,,,,,,,,,0.0,0,150,Lovell,03-Third,,,,,,,,,,,$0.00,150
600408872,Gulley,03-Third,,1,,1,,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,151,Gulley,03-Third,,,,,,,,,,,$0.00,151
600408879,Lovell,03-Third,,1,1,1,0.0,1,6.0,0,3.0,300,,,,,,,,,,0.0,300,152,Lovell,03-Third,,,,,,,,,,,$0.00,152
600408887,Lovell,03-Third,,1,1,1,1.0,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,153,Lovell,03-Third,,,,,,,,,,,$0.00,153
600408901,Lovell,03-Third,,0,0,0,3.0,0,9.0,0,0.0,0,1,0,0,5.0,0,25.0,0,0.0,0,100.0,100,154,Lovell,03-Third,,1,0,0,5,0,25,0,0,$0.00,$100.00,154
600408921,Gulley,03-Third,,1,,1,,1,5.0,0,3.0,300,,,,,,,,,,0.0,300,155,Gulley,03-Third,,,,,,,,,,,$0.00,155
600408958,Taylor,03-Third,,1,1,1,0.0,1,,1,3.0,300.0,,,,,,,,,,0.0,300,156,Taylor,03-Third,,,,,,,,,,,$0.00,156
600409014,Moss,03-Third,,1,,1,,1,0.0,1,3.0,300,,,,,,,,,,0.0,300,157,Moss,03-Third,,,,,,,,,,,$0.00,157
600409019,Robinson,01-First ,,1,,1,,0,4.0,0,2,200,,,,,,,,,,100.0,300,158,Robinson,01-First ,,,,,,,,,,,$100.00,158
600409020,Livingston,01-First ,,1,,1,0.0,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,159,Livingston,01-First ,,,,,,,,,,,$0.00,159
600409035,Livingston,01-First ,,1,,1,,0,4.0,0,2,200,1,1,1,4.0,0,11.0,0,,0,100.0,300,160,Livingston,01-First ,,1,1,1,4,0,11,0,,$0.00,$100.00,160
600409043,Williams,01-First ,,1,,1,,1,,0,3.0,300,,,,,,,,,,0.0,300,161,Williams,01-First ,,,,,,,,,,,$0.00,161
600409138,Moss,03-Third,,1,,1,,1,6.0,0,3.0,300,,,,,,,,,,0.0,300,162,Moss,03-Third,,,,,,,,,,,$0.00,162
600409176,Eskridge,04-Fourth,,1,0,0,0.0,1,7.0,0,2,200,1,1,1,5.0,1,8.0,0,3.0,300,100.0,300,163,Eskridge,04-Fourth,,1,1,1,5,1,8,0,3,$300.00,$100.00,163
600409183,Robinson,01-First ,,1,,1,,1,8.0,0,3,300,,,,,,,,,,0.0,300,164,Robinson,01-First ,,,,,,,,,,,$0.00,164
600409200,Gulley,03-Third,,1,,1,,1,4.0,0,3.0,300,,,,,,,,,,0.0,300,165,Gulley,03-Third,,,,,,,,,,,$0.00,165
600409207,Taylor,03-Third,,1,1,1,0.0,1,,0,3.0,300.0,,,,,,,,,,0.0,300,166,Taylor,03-Third,,,,,,,,,,,$0.00,166
600409287,Crotts,02-Second,,1,0,0,2.0,1,13.0,0,2,200,1,0,0,0.0,1,,,2.0,200,100.0,300,167,Crotts,02-Second,,1,0,0,0,1,,,2,$200.00,$100.00,167
600409300,Lovell,03-Third,,1,1,1,0.0,1,11.0,0,3.0,300,,,,,,,,,,0.0,300,168,Lovell,03-Third,,,,,,,,,,,$0.00,168
600409309,Gulley,03-Third,,1,,1,,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,169,Gulley,03-Third,,,,,,,,,,,$0.00,169
600409314,Crotts,02-Second,,1,0,0,7.0,0,7.0,0,1,100,1,0,0,5.0,0,,,1.0,100,100.0,200,170,Crotts,02-Second,,1,0,0,5,0,,,1,$100.00,$100.00,170
600409330,Robinson,01-First ,,1,,1,,1,4.0,0,3,300,,,,,,,,,,0.0,300,171,Robinson,01-First ,,,,,,,,,,,$0.00,171
600409340,K5 - Ramsey,03-Third,,1,1,1,0.0,1,4.0,0,3.0,300,,,,,,,,,,0.0,300,172,K5 - Ramsey,03-Third,,,,,,,,,,,$0.00,172
600409342,Williams,01-First ,,1,,0,3.0,0,,0,1.0,100,1,0,0,,1,8.0,0,2.0,200,200.0,300,173,Williams,01-First ,,1,0,0,,1,8,0,2,$200.00,$200.00,173
600409364,Russell,02-Second,,1,0,0,3.0,0,,0,1,100,1,0,1,4.0,0,,0,2,200,200.0,300,174,Russell,02-Second,,1,0,1,4,0,,0,0,$0.00,$200.00,174
600409371,Eskridge,04-Fourth,,0,0,1,0.0,1,6.0,0,2,200,1,1,1,,1,3.0,1,3.0,300,100.0,300,175,Eskridge,04-Fourth,,1,1,1,,1,3,1,3,$300.00,$100.00,175
600409395,Williams,01-First ,,1,,1,,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,176,Williams,01-First ,,,,,,,,,,,$0.00,176
600409403,Boone,02-Second,,1,,,0.0,1,7.0,0,2.0,200.0,1,0,1,,1,,0,2.0,200.0,100.0,300,177,Boone,02-Second,,1,0,1,,1,,0,2,$200.00,$100.00,177
600409408,Crotts,02-Second,,1,0,0,2.0,1,6.0,0,2,200,1,0,0,0.0,1,,,2.0,200,100.0,300,178,Crotts,02-Second,,1,0,0,0,1,,,2,$200.00,$100.00,178
600409411,Boone,02-Second,,1,,,0.0,1,5.0,0,2,200,,,,,,,,,,0.0,200,179,Boone,02-Second,,,,,,,,,,,$0.00,179
600409436,Moss,03-Third,,1,,1,,1,12.0,0,3.0,300,,,,,,,,,,0.0,300,180,Moss,03-Third,,,,,,,,,,,$0.00,180
600409485,Williams,01-First ,,1,,0,,1,,0,2.0,200,,,,,,,,,,0.0,200,181,Williams,01-First ,,,,,,,,,,,$0.00,181
600409487,Russell,02-Second,,1,0,1,,1,,1,3.0,300,,,,,,,,,,0.0,300,182,Russell,02-Second,,,,,,,,,,,$0.00,182
600409612,Moss,03-Third,,1,,1,,1,4.0,0,3.0,300,,,,,,,,,,0.0,300,183,Moss,03-Third,,,,,,,,,,,$0.00,183
600409613,Warren,04-Fourth,,1,0,1,0.0,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,184,Warren,04-Fourth,,,,,,,,,,,$0.00,184
600409641,Eskridge,04-Fourth,,1,0,1,0.0,1,5.0,0,3,300,,,,,,,,,,0.0,300,185,Eskridge,04-Fourth,,,,,,,,,,,$0.00,185
600409662,Boone,02-Second,,1,,,0.0,1,3.0,1,3,300,,,,,,,,,,0.0,300,186,Boone,02-Second,,,,,,,,,,,$0.00,186
600409812,Lovell,03-Third,,1,1,1,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,187,Lovell,03-Third,,,,,,,,,,,$0.00,187
600409862,Guy,05-Fifth,,1,1,1,0.0,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,188,Guy,05-Fifth,,,,,,,,,,,$0.00,188
600409872,K5 - Ramsey,05-Fifth,,1,1,1,0.0,1,5.0,0,3.0,300,,,,,,,,,,0.0,300,189,K5 - Ramsey,05-Fifth,,,,,,,,,,,$0.00,189
600409873,Livingston,01-First ,,1,,1,6.0,0,7.0,0,2.0,200,1,1,1,6.0,0,12.0,0,,0,100.0,300,190,Livingston,01-First ,,1,1,1,6,0,12,0,,$0.00,$100.00,190
600409874,Helena,Kindergarten,,1,,0,0.0,1,2.0,1,3,300,,,,,,,,,,0.0,300,191,Helena,Kindergarten,,,,,,,,,,,$0.00,191
600409876,Daniel,Kindergarten, ,1,,1,0.0,1,4.0,0,3.0,300.0,,,,,,,,,,0.0,300,192,Daniel,Kindergarten, ,,,,,,,,,,$0.00,192
600409877,Couch,Kindergarten,,1,,1,0.0,1,8.0,0,3.0,300.0,,,,,,,,,,0.0,300,193,Couch,Kindergarten,,,,,,,,,,,$0.00,193
600409879,Daniel,Kindergarten,,1,,1,0.0,1,7.0,0,3,300,,,,,,,,,,0.0,300,194,Daniel,Kindergarten,,,,,,,,,,,$0.00,194
600409885,Daniel,Kindergarten,,1,,1,0.0,1,10.0,0,3,300,,,,,,,,,,0.0,300,195,Daniel,Kindergarten,,,,,,,,,,,$0.00,195
600409887,Couch,Kindergarten,,1,,1,0.0,1,,,3,300,,,,,,,,,,0.0,300,196,Couch,Kindergarten,,,,,,,,,,,$0.00,196
600409888,Helena,Kindergarten,,1,,1,1.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,197,Helena,Kindergarten,,,,,,,,,,,$0.00,197
600409890,Daniel,Kindergarten,,1,,1,0.0,1,6.0,0,3,300,,,,,,,,,,0.0,300,198,Daniel,Kindergarten,,,,,,,,,,,$0.00,198
600409894,Couch,Kindergarten,,1,,1,0.0,1,7.0,0,3,300,,,,,,,,,,0.0,300,199,Couch,Kindergarten,,,,,,,,,,,$0.00,199
600409900,Couch,Kindergarten,,1,,1,0.0,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,200,Couch,Kindergarten,,,,,,,,,,,$0.00,200
600409921,Livingston,01-First ,,1,,1,0.0,1,7.0,0,3.0,300,,,,,,,,,,0.0,300,201,Livingston,01-First ,,,,,,,,,,,$0.00,201
600409929,Robinson,01-First ,,1,,1,,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,202,Robinson,01-First ,,,,,,,,,,,$0.00,202
600409960,Crotts,02-Second,,1,0,0,0.0,1,16.5,0,2,200,1,0,1,0.0,1,,,3.0,300,100.0,300,203,Crotts,02-Second,,1,0,1,0,1,,,3,$300.00,$100.00,203
600410043,Daniel,Kindergarten,,1,,1,0.0,1,1.0,1,3.0,300.0,,,,,,,,,,0.0,300,204,Daniel,Kindergarten,,,,,,,,,,,$0.00,204
600410045,Helena,Kindergarten,,1,,0,0.0,1,7.0,0,2.0,200,1,0,0,0.0,1,9.0,0,,0,100.0,300,205,Helena,Kindergarten,,1,0,0,0,1,9,0,,$0.00,$100.00,205
600410065,Henderson,04-Fourth,,1,0,0,,0,12.0,0,1,100,0,0,,,,,0,0,0,0.0,100,206,Henderson,04-Fourth,,0,0,,,,,0,0,$0.00,$0.00,206
600410077,Crotts,02-Second,,1,0,0,2.0,1,5.0,0,2,200,1,0,0,3.0,0,,,1.0,100,100.0,300,207,Crotts,02-Second,,1,0,0,3,0,,,1,$100.00,$100.00,207
600410080,Crotts,02-Second,,1,0,0,0.0,0,3.0,1,2,200,1,0,0,0.0,1,,,2.0,200,100.0,300,208,Crotts,02-Second,,1,0,0,0,1,,,2,$200.00,$100.00,208
600410083,Livingston,01-First ,,1,,1,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,209,Livingston,01-First ,,,,,,,,,,,$0.00,209
600410084,Boone,02-Second,,1,,,0.0,1,3.0,1,3,300,,,,,,,,,,0.0,300,210,Boone,02-Second,,,,,,,,,,,$0.00,210
600410101,Russell,02-Second,,1,0,0,,1,,0,2,200,1,0,1,5.0,0,,0,2,200,100.0,300,211,Russell,02-Second,,1,0,1,5,0,,0,0,$0.00,$100.00,211
600410103,Warren,04-Fourth,,1,0,1,0.0,1,8.0,0,3,300,,,,,,,,,,0.0,300,212,Warren,04-Fourth,,,,,,,,,,,$0.00,212
600410160,Williams,01-First ,,1,,0,1.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,213,Williams,01-First ,,,,,,,,,,,$0.00,213
600410168,Daniel,Kindergarten,,1,,1,0.0,1,1.0,1,3.0,300.0,,,,,,,,,,0.0,300,214,Daniel,Kindergarten,,,,,,,,,,,$0.00,214
600410183,Daniel,Kindergarten,,1,,0,3.0,0,3.0,1,2,200,,,,0,,,,,,0.0,200,215,Daniel,Kindergarten,,,,,0,,,,,,$0.00,215
600410184,Henderson,04-Fourth,,1,0,0,4.0,0,1.0,1,2,200,1,0,1,10.0,0,,1,1.0,100,100.0,300,216,Henderson,04-Fourth,,1,0,1,10,0,,1,1,$100.00,$100.00,216
600410215,Russell,02-Second,,1,0,1,3.0,0,,0,2,200,1,0,1,1.0,1,,0,3,300,100.0,300,217,Russell,02-Second,,1,0,1,1,1,,0,0,$0.00,$100.00,217
600410230,Russell,02-Second,,1,0,1,,1,,0,3,300,,,,,,,,,,0.0,300,218,Russell,02-Second,,,,,,,,,,,$0.00,218
600410252,Gulley,03-Third,,1,,1,,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,219,Gulley,03-Third,,,,,,,,,,,$0.00,219
600410311,Boone,02-Second,,1,,,0.0,1,2.0,1,3,300,,,,,,,,,,0.0,300,220,Boone,02-Second,,,,,,,,,,,$0.00,220
600410321,Boone,02-Second,,1,,,0.0,1,3.0,1,3,300,,,,,,,,,,0.0,300,221,Boone,02-Second,,,,,,,,,,,$0.00,221
600410330,Williams,01-First ,,1,,1,,1,,0,3.0,300,,,,,,,,,,0.0,300,222,Williams,01-First ,,,,,,,,,,,$0.00,222
600410345,Couch,Kindergarten,,1,,1,0.0,1,7.0,0,3.0,300.0,,,,,,,,,,0.0,300,223,Couch,Kindergarten,,,,,,,,,,,$0.00,223
600410348,Taylor,03-Third,,1,1,1,0.0,1,,1,3.0,300.0,,,,,,,,,,0.0,300,224,Taylor,03-Third,,,,,,,,,,,$0.00,224
600410403,Daniel,Kindergarten,,1,,1,0.0,1,6.0,0,3.0,300,,,,,,,,,,0.0,300,225,Daniel,Kindergarten,,,,,,,,,,,$0.00,225
600410405,Couch,Kindergarten,,1,,1,1.0,1,7.0,0,3,300,,,,,,,,,,0.0,300,226,Couch,Kindergarten,,,,,,,,,,,$0.00,226
600410407,Williams,01-First ,,1,,0,3.0,0,,0,1.0,100.0,1,0,1,,1,9.0,0,3.0,100.0,200.0,300,227,Williams,01-First ,,1,0,1,,1,9,0,3,$100.00,$200.00,227
600410454,Russell,02-Second,,1,0,1,,1,,0,3,300,,,,,,,,,,0.0,300,228,Russell,02-Second,,,,,,,,,,,$0.00,228
600410455,Easterling,05-Fifth,,1,1,1,0.0,1,8.0,0,3.0,300,,,,,,,,,,0.0,300,229,Easterling,05-Fifth,,,,,,,,,,,$0.00,229
600410456,Crotts,02-Second,,1,0,0,0.0,1,4.0,0,2,200,1,0,1,0.0,1,,,3.0,300,100.0,300,230,Crotts,02-Second,,1,0,1,0,1,,,3,$300.00,$100.00,230
600410467,Russell,02-Second,,1,0,0,,1,,0,2,200,1,0,1,0.0,1,,0,3,300,100.0,300,231,Russell,02-Second,,1,0,1,0,1,,0,0,$0.00,$100.00,231
600410469,Gulley,03-Third,,1,,1,,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,232,Gulley,03-Third,,,,,,,,,,,$0.00,232
600410491,Crotts,02-Second,,1,0,0,0.0,1,11.0,0,2,200,1,0,0,0.0,1,,0,2.0,200,100.0,300,233,Crotts,02-Second,,1,0,0,0,1,,0,2,$200.00,$100.00,233
600410494,Crotts,02-Second,,1,0,0,3.0,0,6.0,0,1,100,1,0,0,1.0,1,,0,2.0,200,200.0,300,234,Crotts,02-Second,,1,0,0,1,1,,0,2,$200.00,$200.00,234
600410495,Moss,03-Third,,1,,1,,1,5.0,0,3.0,300,,,,,,,,,,0.0,300,235,Moss,03-Third,,,,,,,,,,,$0.00,235
600410503,Crotts,02-Second,,1,0,0,0.0,0,1.0,1,2,200,1,0,1,4.0,0,,1,3.0,300,100.0,300,236,Crotts,02-Second,,1,0,1,4,0,,1,3,$300.00,$100.00,236
600410512,Crotts,02-Second,,1,0,0,0.0,1,17.0,0,2,200,1,0,0,0.0,1,,0,2.0,200,100.0,300,237,Crotts,02-Second,,1,0,0,0,1,,0,2,$200.00,$100.00,237
600410516,Warren,04-Fourth,,0,0,0,referral,0,6.0,0,0,0,1,,0,,0,,,1,100,100.0,100,238,Warren,04-Fourth,,1,,0,,0,,,0,$0.00,$100.00,238
600410517,Russell,02-Second,,1,0,0,6.0,0,,0,1,100,1,0,1,3.0,0,,0,2,200,200.0,300,239,Russell,02-Second,,1,0,1,3,0,,0,0,$0.00,$200.00,239
600410535,Livingston,01-First ,,1,,1,0.0,1,5.0,0,3.0,300,,,,,,,,,,0.0,300,240,Livingston,01-First ,,,,,,,,,,,$0.00,240
600410539,Crotts,02-Second,,1,0,0,0.0,1,11.0,0,2,200,1,0,1,0.0,1,,,3.0,300,100.0,300,241,Crotts,02-Second,,1,0,1,0,1,,,3,$300.00,$100.00,241
600410595,K5 - Ramsey,02-Second,,1,1,0,0.0,1,6.0,0,3,300,,,,,,,,,,0.0,300,242,K5 - Ramsey,02-Second,,,,,,,,,,,$0.00,242
600410618,Warren,04-Fourth,,0,0,1,0.0,1,11.0,0,2,200,1,,1,,1,,,3,300,100.0,300,243,Warren,04-Fourth,,1,,1,,1,,,0,$0.00,$100.00,243
600410621,Taylor,03-Third,,1,1,1,0.0,1,,0,3.0,300.0,,,,,,,,,,0.0,300,244,Taylor,03-Third,,,,,,,,,,,$0.00,244
600410639,Guy,05-Fifth,,1,1,1,0.0,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,245,Guy,05-Fifth,,,,,,,,,,,$0.00,245
600410640,Henderson,04-Fourth,,1,0,0,,0,2.0,1,2,200,1,0,1,4.0,0,,1,1.0,100,100.0,300,246,Henderson,04-Fourth,,1,0,1,4,0,,1,1,$100.00,$100.00,246
600410645,Robinson,01-First ,,1,,1,,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,247,Robinson,01-First ,,,,,,,,,,,$0.00,247
600410652,Eskridge,04-Fourth,,1,0,0,0.0,1,7.0,0,2,200,1,1,1,3.0,1,3.0,1,3.0,300,100.0,300,248,Eskridge,04-Fourth,,1,1,1,3,1,3,1,3,$300.00,$100.00,248
600410653,Eskridge,04-Fourth,,0,0,1,0.0,1,9.0,0,2,200,1,1,1,,1,8.0,0,3.0,300,100.0,300,249,Eskridge,04-Fourth,,1,1,1,,1,8,0,3,$300.00,$100.00,249
600410656,Robinson,01-First ,,1,,1,,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,250,Robinson,01-First ,,,,,,,,,,,$0.00,250
600410689,Livingston,01-First ,,1,,1,0.0,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,251,Livingston,01-First ,,,,,,,,,,,$0.00,251
600410705,Livingston,01-First ,,1,,1,0.0,1,12.0,0,3.0,300,,,,,,,,,,0.0,300,252,Livingston,01-First ,,,,,,,,,,,$0.00,252
600410708,Crotts,02-Second,,1,0,0,1.0,1,8.0,0,2,200,1,0,0,0.0,1,,,2.0,200,100.0,300,253,Crotts,02-Second,,1,0,0,0,1,,,2,$200.00,$100.00,253
600410729,Taylor,03-Third,,1,1,1,0.0,1,,1,3.0,300.0,,,,,,,,,,0.0,300,254,Taylor,03-Third,,,,,,,,,,,$0.00,254
600410730,Moss,03-Third,,1,,1,,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,255,Moss,03-Third,,,,,,,,,,,$0.00,255
600410733,Easterling,05-Fifth,,1,1,1,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,256,Easterling,05-Fifth,,,,,,,,,,,$0.00,256
600410745,Easterling,05-Fifth,,1,1,1,0.0,1,18.0,0,3.0,300,,,,,,,,,,0.0,300,257,Easterling,05-Fifth,,,,,,,,,,,$0.00,257
600410754,Williams,01-First ,,1,,1,2.0,0,,0,2.0,200,1,0,1,,1,5.0,0,3.0,300,100.0,300,258,Williams,01-First ,,1,0,1,,1,5,0,3,$300.00,$100.00,258
600410839,Boone,02-Second,,1,,,0.0,1,4.0,0,2,200,1,0,1,,1,,0,3,300,100.0,300,259,Boone,02-Second,,1,0,1,,1,,0,0,$0.00,$100.00,259
600410840,Eskridge,04-Fourth,,1,0,0,1.0,1,4.0,0,2,200,1,1,1,,1,5.0,0,3.0,300,100.0,300,260,Eskridge,04-Fourth,,1,1,1,,1,5,0,3,$300.00,$100.00,260
600410848,Taylor,03-Third,,1,1,1,0.0,1,,0,3.0,300.0,,,,,,,,,,0.0,300,261,Taylor,03-Third,,,,,,,,,,,$0.00,261
600410885,Crotts,02-Second,,1,0,0,2.0,0,14.0,0,1,100,1,0,0,3.0,0,,0,1.0,100,100.0,200,262,Crotts,02-Second,,1,0,0,3,0,,0,1,$100.00,$100.00,262
600410979,Gulley,03-Third,,1,,1,,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,263,Gulley,03-Third,,,,,,,,,,,$0.00,263
600411031,Robinson,01-First ,,1,,1,,0,5.0,0,2,200,1,,1,0.0,1,1.0,1,TR,0,100.0,300,264,Robinson,01-First ,,1,,1,0,1,1,1,TR,$0.00,$100.00,264
600411044,Daniel,Kindergarten,,1,,1,0.0,1,7.0,0,3,300,,,,,,,,,,0.0,300,265,Daniel,Kindergarten,,,,,,,,,,,$0.00,265
600411045,Couch,Kindergarten,,1,,1,0.0,1,5.0,0,3,300,,,,,,,,,,0.0,300,266,Couch,Kindergarten,,,,,,,,,,,$0.00,266
600411048,Helena,Kindergarten,,1,,1,0.0,1,0.0,1,3.0,300,,,,,,,,,,0.0,300,267,Helena,Kindergarten,,,,,,,,,,,$0.00,267
600411220,Livingston,01-First ,,1,,1,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,268,Livingston,01-First ,,,,,,,,,,,$0.00,268
600411232,Robinson,01-First ,,1,,1,,1,4.0,0,3,300,,,,,,,,,,0.0,300,269,Robinson,01-First ,,,,,,,,,,,$0.00,269
600411234,Williams,01-First ,,1,,0,1.0,1,,0,2.0,200,1,0,1,,1,11.0,0,3.0,300,100.0,300,270,Williams,01-First ,,1,0,1,,1,11,0,3,$300.00,$100.00,270
600411281,Lovell,03-Third,,1,1,1,0.0,1,5.0,0,3.0,300,,,,,,,,,,0.0,300,271,Lovell,03-Third,,,,,,,,,,,$0.00,271
600411312,Helena,Kindergarten,,1,,1,0.0,1,8.0,0,3,300,,,,,,,,,,0.0,300,272,Helena,Kindergarten,,,,,,,,,,,$0.00,272
600411321,Livingston,01-First ,,1,,1,2.0,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,273,Livingston,01-First ,,,,,,,,,,,$0.00,273
600411324,Lovell,03-Third,,1,1,1,0.0,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,274,Lovell,03-Third,,,,,,,,,,,$0.00,274
600411350,Couch,Kindergarten,,1,,0,0.0,1,2.0,1,3,300,,,,,,,,,,0.0,300,275,Couch,Kindergarten,,,,,,,,,,,$0.00,275
